Day,moduleColor,GO_term,GO_ID,ontology,pvalue,Gene_count,Gene_ratio,Transcript_ID,Protein_name,KEGG_ID
Day2,black,biosynthetic process,GO:0009058,BP,0.024940965,15,0.0049636,XM_022445879.1, probable NADH dehydrogenase [ubiquinone] 1 alpha subcomplex subunit 12,crg:105340173
Day2,black,biosynthetic process,GO:0009058,BP,0.024940965,15,0.0049636,XM_022470925.1, probable pterin-4-alpha-carbinolamine dehydratase,crg:105330630
Day2,black,biosynthetic process,GO:0009058,BP,0.024940965,15,0.0049636,XM_022489416.1, uncharacterized,crg:105325168
Day2,black,ribonucleoprotein complex assembly,GO:0022618,BP,0.030644385,2,0.026666667,XM_022445844.1, small nuclear ribonucleoprotein F,crg:105322958
Day2,black,ribonucleoprotein complex assembly,GO:0022618,BP,0.030644385,2,0.026666667,XM_022470306.1, U1 small nuclear ribonucleoprotein C-like,crg:105330935
Day2,black,plasma membrane organization,GO:0007009,BP,0.034551915,2,0.046511628,XM_022478917.1, caveolin-1-like,crg:105325537
Day2,black,plasma membrane organization,GO:0007009,BP,0.034551915,2,0.046511628,XM_022479011.1, caveolin-1-like,crg:105334327
Day2,black,protein folding,GO:0006457,BP,0.037780166,2,0.025,XM_022462857.1, peptidyl-prolyl cis-trans isomerase A-like,crg:105321607
Day2,black,protein folding,GO:0006457,BP,0.037780166,2,0.025,XM_022488715.1, prefoldin subunit 4-like,crg:105331359
Day2,black,structural constituent of ribosome,GO:0003735,MF,3.34E-105,67,0.380681818,XM_022443630.1," 28S ribosomal protein S14, mitochondrial-like",crg:105338952
Day2,black,structural constituent of ribosome,GO:0003735,MF,3.34E-105,67,0.380681818,XM_022478229.1," 28S ribosomal protein S16, mitochondrial-like",crg:105323603
Day2,black,structural constituent of ribosome,GO:0003735,MF,3.34E-105,67,0.380681818,XM_022474388.1," 39S ribosomal protein L14, mitochondrial-like",crg:105320386
Day2,black,structural constituent of ribosome,GO:0003735,MF,3.34E-105,67,0.380681818,XM_022481325.1," 39S ribosomal protein L23, mitochondrial-like",crg:105339899
Day2,black,structural constituent of ribosome,GO:0003735,MF,3.34E-105,67,0.380681818,XM_022452387.1, 40S ribosomal protein S11-like,crg:105317506
Day2,black,structural constituent of ribosome,GO:0003735,MF,3.34E-105,67,0.380681818,XM_022457605.1, 40S ribosomal protein S12-like,crg:105348494
Day2,black,structural constituent of ribosome,GO:0003735,MF,3.34E-105,67,0.380681818,XM_022432795.1, 40S ribosomal protein S13-like,crg:105338085
Day2,black,structural constituent of ribosome,GO:0003735,MF,3.34E-105,67,0.380681818,XM_022461359.1, 40S ribosomal protein S14,crg:105339837
Day2,black,structural constituent of ribosome,GO:0003735,MF,3.34E-105,67,0.380681818,XM_022474258.1, 40S ribosomal protein S15-like,crg:105332215
Day2,black,structural constituent of ribosome,GO:0003735,MF,3.34E-105,67,0.380681818,XM_022457754.1, 40S ribosomal protein S15Aa,crg:105331157
Day2,black,structural constituent of ribosome,GO:0003735,MF,3.34E-105,67,0.380681818,XM_022477790.1, 40S ribosomal protein S17-like,crg:105343260
Day2,black,structural constituent of ribosome,GO:0003735,MF,3.34E-105,67,0.380681818,XM_022473375.1, 40S ribosomal protein S17-like,crg:105343260
Day2,black,structural constituent of ribosome,GO:0003735,MF,3.34E-105,67,0.380681818,XM_022470798.1, 40S ribosomal protein S18,crg:105347800
Day2,black,structural constituent of ribosome,GO:0003735,MF,3.34E-105,67,0.380681818,XM_022471799.1, 40S ribosomal protein S19-like,crg:105348656
Day2,black,structural constituent of ribosome,GO:0003735,MF,3.34E-105,67,0.380681818,XM_022458026.1, 40S ribosomal protein S20,crg:105340582
Day2,black,structural constituent of ribosome,GO:0003735,MF,3.34E-105,67,0.380681818,XM_022442456.1, 40S ribosomal protein S23,crg:105348430
Day2,black,structural constituent of ribosome,GO:0003735,MF,3.34E-105,67,0.380681818,XM_022441163.1, 40S ribosomal protein S23,crg:105348430
Day2,black,structural constituent of ribosome,GO:0003735,MF,3.34E-105,67,0.380681818,XM_022454936.1, 40S ribosomal protein S27-like,crg:105323167
Day2,black,structural constituent of ribosome,GO:0003735,MF,3.34E-105,67,0.380681818,XM_022453248.1, 40S ribosomal protein S27-like,crg:105323167
Day2,black,structural constituent of ribosome,GO:0003735,MF,3.34E-105,67,0.380681818,XM_022471167.1, 40S ribosomal protein S3,crg:105335873
Day2,black,structural constituent of ribosome,GO:0003735,MF,3.34E-105,67,0.380681818,XM_022470475.1, 40S ribosomal protein S3,crg:105335873
Day2,black,structural constituent of ribosome,GO:0003735,MF,3.34E-105,67,0.380681818,XM_022470538.1, 40S ribosomal protein S3a-like,crg:109618165
Day2,black,structural constituent of ribosome,GO:0003735,MF,3.34E-105,67,0.380681818,XM_022438304.1, 40S ribosomal protein S4-like,crg:105332495
Day2,black,structural constituent of ribosome,GO:0003735,MF,3.34E-105,67,0.380681818,XM_022435081.1, 40S ribosomal protein S4-like,crg:105332495
Day2,black,structural constituent of ribosome,GO:0003735,MF,3.34E-105,67,0.380681818,XM_022478004.1, 40S ribosomal protein S6-like,crg:105341326
Day2,black,structural constituent of ribosome,GO:0003735,MF,3.34E-105,67,0.380681818,XM_022477001.1, 40S ribosomal protein S6-like,crg:105341326
Day2,black,structural constituent of ribosome,GO:0003735,MF,3.34E-105,67,0.380681818,XM_022463302.1, 40S ribosomal protein S7-like,crg:105319797
Day2,black,structural constituent of ribosome,GO:0003735,MF,3.34E-105,67,0.380681818,XM_022484792.1, 40S ribosomal protein S8-like,crg:105340032
Day2,black,structural constituent of ribosome,GO:0003735,MF,3.34E-105,67,0.380681818,XM_022457442.1, 40S ribosomal protein S9,crg:105341101
Day2,black,structural constituent of ribosome,GO:0003735,MF,3.34E-105,67,0.380681818,XM_022460201.1, 60S ribosomal protein L10-like,crg:105336480
Day2,black,structural constituent of ribosome,GO:0003735,MF,3.34E-105,67,0.380681818,XM_022460564.1, 60S ribosomal protein L10-like,crg:105336480
Day2,black,structural constituent of ribosome,GO:0003735,MF,3.34E-105,67,0.380681818,XM_022475787.1, 60S ribosomal protein L11-like,crg:105338035
Day2,black,structural constituent of ribosome,GO:0003735,MF,3.34E-105,67,0.380681818,XM_022458920.1, 60S ribosomal protein L12-like,crg:105324073
Day2,black,structural constituent of ribosome,GO:0003735,MF,3.34E-105,67,0.380681818,XM_022486262.1, 60S ribosomal protein L13-like,crg:105337746
Day2,black,structural constituent of ribosome,GO:0003735,MF,3.34E-105,67,0.380681818,XM_022436139.1, 60S ribosomal protein L13a-like,crg:105335803
Day2,black,structural constituent of ribosome,GO:0003735,MF,3.34E-105,67,0.380681818,XM_022482338.1, 60S ribosomal protein L14-like,crg:105332844
Day2,black,structural constituent of ribosome,GO:0003735,MF,3.34E-105,67,0.380681818,XM_022486934.1, 60S ribosomal protein L14-like,crg:105332844
Day2,black,structural constituent of ribosome,GO:0003735,MF,3.34E-105,67,0.380681818,XM_022474564.1, 60S ribosomal protein L17-like,crg:105323475
Day2,black,structural constituent of ribosome,GO:0003735,MF,3.34E-105,67,0.380681818,XM_022474462.1, 60S ribosomal protein L17-like,crg:105323475
Day2,black,structural constituent of ribosome,GO:0003735,MF,3.34E-105,67,0.380681818,XM_022440951.1, 60S ribosomal protein L18a-like,crg:105326463
Day2,black,structural constituent of ribosome,GO:0003735,MF,3.34E-105,67,0.380681818,XM_022464806.1, 60S ribosomal protein L21-like,crg:105323549
Day2,black,structural constituent of ribosome,GO:0003735,MF,3.34E-105,67,0.380681818,XM_022487604.1, 60S ribosomal protein L22-like,crg:105345379
Day2,black,structural constituent of ribosome,GO:0003735,MF,3.34E-105,67,0.380681818,XM_022457419.1, 60S ribosomal protein L23,crg:105326418
Day2,black,structural constituent of ribosome,GO:0003735,MF,3.34E-105,67,0.380681818,XM_022480834.1, 60S ribosomal protein L23a-like,crg:105340451
Day2,black,structural constituent of ribosome,GO:0003735,MF,3.34E-105,67,0.380681818,XM_022487266.1, 60S ribosomal protein L26-like,crg:105325638
Day2,black,structural constituent of ribosome,GO:0003735,MF,3.34E-105,67,0.380681818,XM_022448430.1, 60S ribosomal protein L27,crg:105347733
Day2,black,structural constituent of ribosome,GO:0003735,MF,3.34E-105,67,0.380681818,XM_022460725.1, 60S ribosomal protein L27a-like,crg:105324627
Day2,black,structural constituent of ribosome,GO:0003735,MF,3.34E-105,67,0.380681818,XM_022470420.1, 60S ribosomal protein L28-like,crg:105332917
Day2,black,structural constituent of ribosome,GO:0003735,MF,3.34E-105,67,0.380681818,XM_022485315.1, 60S ribosomal protein L30-like,crg:105330605
Day2,black,structural constituent of ribosome,GO:0003735,MF,3.34E-105,67,0.380681818,XM_022434060.1, 60S ribosomal protein L32-like,crg:105346165
Day2,black,structural constituent of ribosome,GO:0003735,MF,3.34E-105,67,0.380681818,XM_022458870.1, 60S ribosomal protein L34-like,crg:105319282
Day2,black,structural constituent of ribosome,GO:0003735,MF,3.34E-105,67,0.380681818,XM_022472613.1, 60S ribosomal protein L35-like,crg:105338614
Day2,black,structural constituent of ribosome,GO:0003735,MF,3.34E-105,67,0.380681818,XM_022434493.1, 60S ribosomal protein L35a-like,crg:105333469
Day2,black,structural constituent of ribosome,GO:0003735,MF,3.34E-105,67,0.380681818,XM_022477814.1, 60S ribosomal protein L36-like,crg:105332946
Day2,black,structural constituent of ribosome,GO:0003735,MF,3.34E-105,67,0.380681818,XM_022478379.1, 60S ribosomal protein L36-like,crg:105332946
Day2,black,structural constituent of ribosome,GO:0003735,MF,3.34E-105,67,0.380681818,XM_022452991.1, 60S ribosomal protein L37a,crg:105323629
Day2,black,structural constituent of ribosome,GO:0003735,MF,3.34E-105,67,0.380681818,XM_022439982.1, 60S ribosomal protein L44-like,crg:105348141
Day2,black,structural constituent of ribosome,GO:0003735,MF,3.34E-105,67,0.380681818,XM_022435531.1, 60S ribosomal protein L44-like,crg:105348141
Day2,black,structural constituent of ribosome,GO:0003735,MF,3.34E-105,67,0.380681818,XM_022488340.1, 60S ribosomal protein L8-like,crg:105323486
Day2,black,structural constituent of ribosome,GO:0003735,MF,3.34E-105,67,0.380681818,XM_022465789.1, 60S ribosomal protein L9-like,crg:105348361
Day2,black,structural constituent of ribosome,GO:0003735,MF,3.34E-105,67,0.380681818,XM_022472493.1, 60S ribosomal protein L9-like,crg:105348361
Day2,black,structural constituent of ribosome,GO:0003735,MF,3.34E-105,67,0.380681818,XM_022461471.1, probable 60S ribosomal protein L37-A,crg:105328963
Day2,black,structural constituent of ribosome,GO:0003735,MF,3.34E-105,67,0.380681818,XM_022478636.1, ubiquitin-40S ribosomal protein S27a,crg:105348876
Day2,black,structural constituent of ribosome,GO:0003735,MF,3.34E-105,67,0.380681818,XM_022464403.1, ubiquitin-60S ribosomal protein L40,crg:105348876
Day2,black,structural constituent of ribosome,GO:0003735,MF,3.34E-105,67,0.380681818,XM_022479294.1, ubiquitin-like protein FUBI,crg:105327279
Day2,black,structural constituent of ribosome,GO:0003735,MF,3.34E-105,67,0.380681818,XM_022467115.1, uncharacterized,crg:105321548
Day2,black,structural constituent of ribosome,GO:0003735,MF,3.34E-105,67,0.380681818,XM_022467108.1, uncharacterized,crg:105321548
Day2,black,RNA binding,GO:0003723,MF,1.50E-09,13,0.023636364,XM_022474258.1, 40S ribosomal protein S15-like,crg:105332215
Day2,black,RNA binding,GO:0003723,MF,1.50E-09,13,0.023636364,XM_022470798.1, 40S ribosomal protein S18,crg:105347800
Day2,black,RNA binding,GO:0003723,MF,1.50E-09,13,0.023636364,XM_022458026.1, 40S ribosomal protein S20,crg:105340582
Day2,black,RNA binding,GO:0003723,MF,1.50E-09,13,0.023636364,XM_022470475.1, 40S ribosomal protein S3,crg:105335873
Day2,black,RNA binding,GO:0003723,MF,1.50E-09,13,0.023636364,XM_022471167.1, 40S ribosomal protein S3,crg:105335873
Day2,black,RNA binding,GO:0003723,MF,1.50E-09,13,0.023636364,XM_022438304.1, 40S ribosomal protein S4-like,crg:105332495
Day2,black,RNA binding,GO:0003723,MF,1.50E-09,13,0.023636364,XM_022435081.1, 40S ribosomal protein S4-like,crg:105332495
Day2,black,RNA binding,GO:0003723,MF,1.50E-09,13,0.023636364,XM_022482338.1, 60S ribosomal protein L14-like,crg:105332844
Day2,black,RNA binding,GO:0003723,MF,1.50E-09,13,0.023636364,XM_022486934.1, 60S ribosomal protein L14-like,crg:105332844
Day2,black,RNA binding,GO:0003723,MF,1.50E-09,13,0.023636364,XM_022485315.1, 60S ribosomal protein L30-like,crg:105330605
Day2,black,RNA binding,GO:0003723,MF,1.50E-09,13,0.023636364,XM_022477701.1, RNA-binding protein PNO1-like,crg:105340132
Day2,black,RNA binding,GO:0003723,MF,1.50E-09,13,0.023636364,XM_022441654.1, U6 snRNA-associated Sm-like protein LSm3,crg:105323611
Day2,black,RNA binding,GO:0003723,MF,1.50E-09,13,0.023636364,XM_022446537.1, U6 snRNA-associated Sm-like protein LSm3,crg:105323611
Day2,black,oxidoreductase activity,GO:0016491,MF,1.88E-06,16,0.011958146,XM_022466146.1, cytochrome b-c1 complex subunit 8-like,crg:105343627
Day2,black,oxidoreductase activity,GO:0016491,MF,1.88E-06,16,0.011958146,XM_022471841.1, cytochrome b-c1 complex subunit 8-like,crg:105343627
Day2,black,oxidoreductase activity,GO:0016491,MF,1.88E-06,16,0.011958146,XM_022486812.1," cytochrome c oxidase subunit 4 isoform 1, mitochondrial-like",crg:105347217
Day2,black,oxidoreductase activity,GO:0016491,MF,1.88E-06,16,0.011958146,XM_022482199.1," cytochrome c oxidase subunit 4 isoform 1, mitochondrial-like",crg:105347217
Day2,black,oxidoreductase activity,GO:0016491,MF,1.88E-06,16,0.011958146,XM_022477667.1," cytochrome c oxidase subunit 5A, mitochondrial-like",crg:105340053
Day2,black,oxidoreductase activity,GO:0016491,MF,1.88E-06,16,0.011958146,XM_022480579.1," cytochrome c oxidase subunit 6A2, mitochondrial-like",crg:105342170
Day2,black,oxidoreductase activity,GO:0016491,MF,1.88E-06,16,0.011958146,XM_022478652.1, glutaredoxin-C6-like,crg:105341327
Day2,black,oxidoreductase activity,GO:0016491,MF,1.88E-06,16,0.011958146,XM_022476914.1, NADH-cytochrome b5 reductase 3-like,crg:105344830
Day2,black,oxidoreductase activity,GO:0016491,MF,1.88E-06,16,0.011958146,XM_022459871.1, NADH dehydrogenase [ubiquinone] 1 alpha subcomplex assembly factor 2-like,crg:105336677
Day2,black,oxidoreductase activity,GO:0016491,MF,1.88E-06,16,0.011958146,XM_022462820.1, NADH dehydrogenase [ubiquinone] 1 beta subcomplex subunit 7-like,crg:105341238
Day2,black,oxidoreductase activity,GO:0016491,MF,1.88E-06,16,0.011958146,XM_022437912.1," NADH dehydrogenase [ubiquinone] 1 beta subcomplex subunit 8, mitochondrial-like",crg:105347858
Day2,black,oxidoreductase activity,GO:0016491,MF,1.88E-06,16,0.011958146,XM_022487397.1," NADH dehydrogenase [ubiquinone] flavoprotein 2, mitochondrial-like",crg:105318424
Day2,black,oxidoreductase activity,GO:0016491,MF,1.88E-06,16,0.011958146,XM_022487416.1," NADH dehydrogenase [ubiquinone] iron-sulfur protein 3, mitochondrial-like",crg:105319312
Day2,black,oxidoreductase activity,GO:0016491,MF,1.88E-06,16,0.011958146,XM_022457604.1, peroxiredoxin-like,crg:105333993
Day2,black,oxidoreductase activity,GO:0016491,MF,1.88E-06,16,0.011958146,XM_022445879.1, probable NADH dehydrogenase [ubiquinone] 1 alpha subcomplex subunit 12,crg:105340173
Day2,black,oxidoreductase activity,GO:0016491,MF,1.88E-06,16,0.011958146,XM_022488912.1, SH3 domain-binding glutamic acid-rich-like protein 3,crg:105347012
Day2,black,rRNA binding,GO:0019843,MF,1.51E-05,3,0.3,XM_022457442.1, 40S ribosomal protein S9,crg:105341101
Day2,black,rRNA binding,GO:0019843,MF,1.51E-05,3,0.3,XM_022472493.1, 60S ribosomal protein L9-like,crg:105348361
Day2,black,rRNA binding,GO:0019843,MF,1.51E-05,3,0.3,XM_022465789.1, 60S ribosomal protein L9-like,crg:105348361
Day2,black,"translation factor activity, RNA binding",GO:0008135,MF,0.000115528,4,0.060606061,XM_022450107.1, elongation factor 1-beta-like,crg:105342979
Day2,black,"translation factor activity, RNA binding",GO:0008135,MF,0.000115528,4,0.060606061,XM_022469767.1, eukaryotic translation initiation factor 1-like,crg:105325620
Day2,black,"translation factor activity, RNA binding",GO:0008135,MF,0.000115528,4,0.060606061,XM_022465190.1, eukaryotic translation initiation factor 1-like,crg:105325620
Day2,black,"translation factor activity, RNA binding",GO:0008135,MF,0.000115528,4,0.060606061,XM_022463840.1, eukaryotic translation initiation factor 3 subunit I-like,crg:105341239
Day2,black,NA,GO:0051186,NA,0.000586659,6,0.018461538,XM_022459871.1, NADH dehydrogenase [ubiquinone] 1 alpha subcomplex assembly factor 2-like,crg:105336677
Day2,black,NA,GO:0051186,NA,0.000586659,6,0.018461538,XM_022462820.1, NADH dehydrogenase [ubiquinone] 1 beta subcomplex subunit 7-like,crg:105341238
Day2,black,NA,GO:0051186,NA,0.000586659,6,0.018461538,XM_022437912.1," NADH dehydrogenase [ubiquinone] 1 beta subcomplex subunit 8, mitochondrial-like",crg:105347858
Day2,black,NA,GO:0051186,NA,0.000586659,6,0.018461538,XM_022487416.1," NADH dehydrogenase [ubiquinone] iron-sulfur protein 3, mitochondrial-like",crg:105319312
Day2,black,NA,GO:0051186,NA,0.000586659,6,0.018461538,XM_022445879.1, probable NADH dehydrogenase [ubiquinone] 1 alpha subcomplex subunit 12,crg:105340173
Day2,black,NA,GO:0051186,NA,0.000586659,6,0.018461538,XM_022470925.1, probable pterin-4-alpha-carbinolamine dehydratase,crg:105330630
Day2,blue,transport,GO:0006810,BP,1.60E-07,12,0.026785714,XM_022488849.1, apolipoprotein D-like,crg:105320009
Day2,blue,transport,GO:0006810,BP,1.60E-07,12,0.026785714,XM_022476144.1, epididymal secretory protein E1-like,crg:105340689
Day2,blue,transport,GO:0006810,BP,1.60E-07,12,0.026785714,XM_022476779.1, epididymal secretory protein E1-like,crg:105340688
Day2,blue,transport,GO:0006810,BP,1.60E-07,12,0.026785714,XM_022474881.1, epididymal secretory protein E1-like,crg:105340686
Day2,blue,transport,GO:0006810,BP,1.60E-07,12,0.026785714,XM_022488584.1," ferritin, lower subunit-like",crg:105336322
Day2,blue,transport,GO:0006810,BP,1.60E-07,12,0.026785714,XM_022444338.1, protein transport protein Sec61 subunit alpha,crg:105317754
Day2,blue,transport,GO:0006810,BP,1.60E-07,12,0.026785714,XM_022489817.1, soma ferritin-like,crg:105332180
Day2,blue,transport,GO:0006810,BP,1.60E-07,12,0.026785714,XM_022438883.1, uncharacterized,crg:105335903
Day2,blue,transport,GO:0006810,BP,1.60E-07,12,0.026785714,XM_022460500.1, uncharacterized,crg:105333749
Day2,blue,transport,GO:0006810,BP,1.60E-07,12,0.026785714,XM_022487647.1, uncharacterized,crg:105331577
Day2,blue,transport,GO:0006810,BP,1.60E-07,12,0.026785714,XM_022438990.1, uncharacterized,crg:105328210
Day2,blue,transport,GO:0006810,BP,1.60E-07,12,0.026785714,XM_022481588.1, yolk ferritin-like,crg:105336310
Day2,blue,catabolic process,GO:0009056,BP,2.80E-05,12,0.01623816,XM_022478277.1," arginase, hepatic-like",crg:105339545
Day2,blue,catabolic process,GO:0009056,BP,2.80E-05,12,0.01623816,XM_022488123.1, fructose-bisphosphate aldolase-like,crg:105338126
Day2,blue,catabolic process,GO:0009056,BP,2.80E-05,12,0.01623816,XM_022468543.1, ganglioside GM2 activator-like,crg:105320698
Day2,blue,catabolic process,GO:0009056,BP,2.80E-05,12,0.01623816,XM_022484535.1, inactive pancreatic lipase-related protein 1-like,crg:105331912
Day2,blue,catabolic process,GO:0009056,BP,2.80E-05,12,0.01623816,XM_022433377.1, peptidoglycan-recognition protein SC2-like,crg:105322786
Day2,blue,catabolic process,GO:0009056,BP,2.80E-05,12,0.01623816,XM_022450003.1, peptidoglycan recognition protein-like,crg:105325082
Day2,blue,catabolic process,GO:0009056,BP,2.80E-05,12,0.01623816,XM_022448304.1," phospholipase B1, membrane-associated-like",crg:105326807
Day2,blue,catabolic process,GO:0009056,BP,2.80E-05,12,0.01623816,XM_022475320.1," probable methylmalonate-semialdehyde dehydrogenase [acylating], mitochondrial",crg:105336766
Day2,blue,catabolic process,GO:0009056,BP,2.80E-05,12,0.01623816,XM_022437244.1, ubiquitin carboxyl-terminal hydrolase 47-like,crg:105317114
Day2,blue,catabolic process,GO:0009056,BP,2.80E-05,12,0.01623816,XM_022438883.1, uncharacterized,crg:105335903
Day2,blue,catabolic process,GO:0009056,BP,2.80E-05,12,0.01623816,XM_022487647.1, uncharacterized,crg:105331577
Day2,blue,catabolic process,GO:0009056,BP,2.80E-05,12,0.01623816,XM_022471169.1, uncharacterized,crg:105346019
Day2,blue,biological_process,GO:0008150,BP,3.49E-05,13,0.014541387,XM_022488655.1, chondroitin proteoglycan-2-like,crg:105317662
Day2,blue,biological_process,GO:0008150,BP,3.49E-05,13,0.014541387,XM_022479856.1, chondroitin proteoglycan 2-like,crg:105348165
Day2,blue,biological_process,GO:0008150,BP,3.49E-05,13,0.014541387,XM_022459765.1, disabled homolog 1-like,crg:105336965
Day2,blue,biological_process,GO:0008150,BP,3.49E-05,13,0.014541387,XM_022488951.1, tubulin beta chain,crg:105343071
Day2,blue,biological_process,GO:0008150,BP,3.49E-05,13,0.014541387,XM_022445934.1, uncharacterized,crg:105329937
Day2,blue,biological_process,GO:0008150,BP,3.49E-05,13,0.014541387,XM_022469365.1, uncharacterized,crg:105338204
Day2,blue,biological_process,GO:0008150,BP,3.49E-05,13,0.014541387,XM_022440819.1, uncharacterized,crg:105348787
Day2,blue,biological_process,GO:0008150,BP,3.49E-05,13,0.014541387,XM_022440334.1, uncharacterized,crg:109618571
Day2,blue,biological_process,GO:0008150,BP,3.49E-05,13,0.014541387,XM_022441055.1, uncharacterized,crg:105317748
Day2,blue,biological_process,GO:0008150,BP,3.49E-05,13,0.014541387,XM_022465341.1, uncharacterized,crg:105346858
Day2,blue,biological_process,GO:0008150,BP,3.49E-05,13,0.014541387,XM_022471298.1, uncharacterized,crg:105317662
Day2,blue,biological_process,GO:0008150,BP,3.49E-05,13,0.014541387,XM_022466108.1, uncharacterized,crg:105321216
Day2,blue,biological_process,GO:0008150,BP,3.49E-05,13,0.014541387,XM_022472614.1, uncharacterized,crg:105346858
Day2,blue,carbohydrate metabolic process,GO:0005975,BP,0.002373799,8,0.014184397,XM_022467411.1, alpha-amylase-like,crg:105348751
Day2,blue,carbohydrate metabolic process,GO:0005975,BP,0.002373799,8,0.014184397,XM_022467410.1, alpha-amylase-like,crg:105348751
Day2,blue,carbohydrate metabolic process,GO:0005975,BP,0.002373799,8,0.014184397,XM_022482782.1, endoglucanase 14-like,crg:105342295
Day2,blue,carbohydrate metabolic process,GO:0005975,BP,0.002373799,8,0.014184397,XM_022488123.1, fructose-bisphosphate aldolase-like,crg:105338126
Day2,blue,carbohydrate metabolic process,GO:0005975,BP,0.002373799,8,0.014184397,XM_022430529.1, glyceraldehyde-3-phosphate dehydrogenase-like,crg:105340512
Day2,blue,carbohydrate metabolic process,GO:0005975,BP,0.002373799,8,0.014184397,XM_022433002.1, lysozyme 3,crg:105332009
Day2,blue,carbohydrate metabolic process,GO:0005975,BP,0.002373799,8,0.014184397,XM_022487600.1," malate dehydrogenase, mitochondrial-like",crg:105347017
Day2,blue,carbohydrate metabolic process,GO:0005975,BP,0.002373799,8,0.014184397,XM_022475320.1," probable methylmalonate-semialdehyde dehydrogenase [acylating], mitochondrial",crg:105336766
Day2,blue,homeostatic process,GO:0042592,BP,0.003871073,5,0.019920319,XM_022488584.1," ferritin, lower subunit-like",crg:105336322
Day2,blue,homeostatic process,GO:0042592,BP,0.003871073,5,0.019920319,XM_022472722.1, peroxiredoxin-6-like,crg:105343429
Day2,blue,homeostatic process,GO:0042592,BP,0.003871073,5,0.019920319,XM_022461404.1, protein disulfide-isomerase-like,crg:105341095
Day2,blue,homeostatic process,GO:0042592,BP,0.003871073,5,0.019920319,XM_022489817.1, soma ferritin-like,crg:105332180
Day2,blue,homeostatic process,GO:0042592,BP,0.003871073,5,0.019920319,XM_022481588.1, yolk ferritin-like,crg:105336310
Day2,blue,generation of precursor metabolites and energy,GO:0006091,BP,0.004415702,5,0.023148148,XM_022457734.1," cytochrome c oxidase subunit 5B, mitochondrial-like",crg:105341319
Day2,blue,generation of precursor metabolites and energy,GO:0006091,BP,0.004415702,5,0.023148148,XM_022488123.1, fructose-bisphosphate aldolase-like,crg:105338126
Day2,blue,generation of precursor metabolites and energy,GO:0006091,BP,0.004415702,5,0.023148148,XM_022436380.1," isocitrate dehydrogenase [NADP], mitochondrial-like",crg:105330227
Day2,blue,generation of precursor metabolites and energy,GO:0006091,BP,0.004415702,5,0.023148148,XM_022487600.1," malate dehydrogenase, mitochondrial-like",crg:105347017
Day2,blue,generation of precursor metabolites and energy,GO:0006091,BP,0.004415702,5,0.023148148,XM_022467991.1, uncharacterized,crg:105347102
Day2,blue,cell wall organization or biogenesis,GO:0071554,BP,0.019842438,2,0.0625,XM_022433377.1, peptidoglycan-recognition protein SC2-like,crg:105322786
Day2,blue,cell wall organization or biogenesis,GO:0071554,BP,0.019842438,2,0.0625,XM_022450003.1, peptidoglycan recognition protein-like,crg:105325082
Day2,blue,lipid metabolic process,GO:0006629,BP,0.02594704,7,0.009887006,XM_022468543.1, ganglioside GM2 activator-like,crg:105320698
Day2,blue,lipid metabolic process,GO:0006629,BP,0.02594704,7,0.009887006,XM_022484535.1, inactive pancreatic lipase-related protein 1-like,crg:105331912
Day2,blue,lipid metabolic process,GO:0006629,BP,0.02594704,7,0.009887006,XM_022448304.1," phospholipase B1, membrane-associated-like",crg:105326807
Day2,blue,lipid metabolic process,GO:0006629,BP,0.02594704,7,0.009887006,XM_022458709.1, prosaposin-like,crg:105347059
Day2,blue,lipid metabolic process,GO:0006629,BP,0.02594704,7,0.009887006,XM_022487647.1, uncharacterized,crg:105331577
Day2,blue,lipid metabolic process,GO:0006629,BP,0.02594704,7,0.009887006,XM_022438883.1, uncharacterized,crg:105335903
Day2,blue,lipid metabolic process,GO:0006629,BP,0.02594704,7,0.009887006,XM_022471169.1, uncharacterized,crg:105346019
Day2,blue,peptidase activity,GO:0008233,MF,1.12E-16,29,0.023966942,XM_022466797.1, alpha-aspartyl dipeptidase-like,crg:105339651
Day2,blue,peptidase activity,GO:0008233,MF,1.12E-16,29,0.023966942,XM_022473643.1, blastula protease 10-like,crg:105332904
Day2,blue,peptidase activity,GO:0008233,MF,1.12E-16,29,0.023966942,XM_022456984.1, carboxypeptidase B-like,crg:105345633
Day2,blue,peptidase activity,GO:0008233,MF,1.12E-16,29,0.023966942,XM_022488649.1, carboxypeptidase B-like,crg:105326009
Day2,blue,peptidase activity,GO:0008233,MF,1.12E-16,29,0.023966942,XM_022476404.1, carboxypeptidase Q-like,crg:105341761
Day2,blue,peptidase activity,GO:0008233,MF,1.12E-16,29,0.023966942,XM_022448615.1, cathepsin B-like,crg:105341596
Day2,blue,peptidase activity,GO:0008233,MF,1.12E-16,29,0.023966942,XM_022450957.1, cathepsin L1-like,crg:105345948
Day2,blue,peptidase activity,GO:0008233,MF,1.12E-16,29,0.023966942,XM_022450959.1, cathepsin L1-like,crg:105339566
Day2,blue,peptidase activity,GO:0008233,MF,1.12E-16,29,0.023966942,XM_022450958.1, cathepsin L1-like,crg:105345949
Day2,blue,peptidase activity,GO:0008233,MF,1.12E-16,29,0.023966942,XM_022442213.1, dipeptidyl peptidase 1-like,crg:105335927
Day2,blue,peptidase activity,GO:0008233,MF,1.12E-16,29,0.023966942,XM_022463568.1, elastase-1-like,crg:105341949
