"","TranscriptID","fullID","Function","GeneID","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj","A1.spat","A2.spat","A3.spat","A4.spat","A5.spat","A6.spat","A7.spat","A8.spat","A9.spat","A10.spat","A11.spat"
"4474","XM_022488715.1","XM_022488715.1 PREDICTED: Crassostrea virginica prefoldin subunit 4-like (LOC111137300), mRNA"," prefoldin subunit 4-like (LOC111137300), mRNA","LOC111137300",48.1711983949244,-1.4663099676851,0.725028149651244,-2.02241798251617,0.0431331888592972,0.249551120937525,38.4265815402351,57.3928740756912,62.5673352519251,65.029475145796,75.6584076053434,45.9400555166556,12.4328051913259,18.8502216397548,73.4971011847416,26.1819031214781,53.9064220712221
"1286","XM_022454819.1","XM_022454819.1 PREDICTED: Crassostrea virginica uncharacterized LOC111115906 (LOC111115906), transcript variant X2, mRNA"," uncharacterized LOC111115906 (LOC111115906), transcript variant X2, mRNA","LOC111115906",60.7801245864869,1.08091011246067,0.535765574358333,2.01750572301186,0.0436427643969751,0.250717164365591,84.5384793885172,66.784435288077,44.8243595834687,59.1177046779963,77.2854701344906,40.3147425962488,90.1378376371131,88.6658573425505,35.8298368275615,34.3637478469399,46.7188991283925
"1718","XM_022460201.1","XM_022460201.1 PREDICTED: Crassostrea virginica 60S ribosomal protein L10-like (LOC111119745), mRNA"," 60S ribosomal protein L10-like (LOC111119745), mRNA","LOC111119745",6719.8989851739,-0.418648967775747,0.207426938355035,-2.01829603761099,0.0435604391491276,0.250717164365591,6651.6412646147,8217.6160608376,7261.54625252194,6548.27108816606,6498.4877414138,7588.54712962878,5697.33297892511,5162.16810386471,8003.83431901836,6008.74676637921,6280.69713154261
"3510","XM_022478636.1","XM_022478636.1 PREDICTED: Crassostrea virginica ubiquitin-40S ribosomal protein S27a (LOC111131216), transcript variant X1, mRNA"," ubiquitin-40S ribosomal protein S27a (LOC111131216), transcript variant X1, mRNA","LOC111131216",6910.66886430169,-0.769018531098738,0.381174687205641,-2.01749632625489,0.0436437440254186,0.250717164365591,7058.96302894119,7878.47635039033,7716.32673412921,7401.53662568514,4669.66945865238,7509.79274874308,6804.8887080524,3723.26785203009,8661.63337462179,6966.8407837308,7625.96184234222
"1176","XM_022453074.1","XM_022453074.1 PREDICTED: Crassostrea virginica hemicentin-1-like (LOC111114666), transcript variant X1, mRNA"," hemicentin-1-like (LOC111114666), transcript variant X1, mRNA","LOC111114666",26.1940923055792,-6.34600819989671,3.14784868626278,-2.01598260665791,0.0438017946060713,0.250817872590996,0,16.6961088220192,46.6920412327799,63.0588849898627,38.2359694349585,39.3771904428476,0,0,50.5292570645098,33.5455633743938,0
"2002","XM_022462310.1","XM_022462310.1 PREDICTED: Crassostrea virginica microsomal glutathione S-transferase 1-like (LOC111121161), mRNA"," microsomal glutathione S-transferase 1-like (LOC111121161), mRNA","LOC111121161",163.840872332342,0.766196621526256,0.380183475247153,2.01533383592793,0.0438696819114288,0.250817872590996,140.257022621858,166.961088220192,143.811486996962,138.926605993291,180.603940735336,149.07079239078,170.951071380732,288.338575452546,133.213495897344,126.000408772113,164.115107194609
"3470","XM_022478292.1","XM_022478292.1 PREDICTED: Crassostrea virginica shematrin-like protein 2 (LOC111130982), mRNA"," shematrin-like protein 2 (LOC111130982), mRNA","LOC111130982",136.226801814036,-1.88826165659224,0.93633703049307,-2.01664741978419,0.0437323206759808,0.250817872590996,263.222083550611,138.786404583035,486.531069645567,85.7206717830947,74.0313450761962,175.322252686012,68.3804285522927,20.9446907108387,71.659673655123,54.0001751880485,59.8960245235801
"3819","XM_022482307.1","XM_022482307.1 PREDICTED: Crassostrea virginica uncharacterized PE-PGRS family protein PE_PGRS54-like (LOC111133694), mRNA"," uncharacterized PE-PGRS family protein PE_PGRS54-like (LOC111133694), mRNA","LOC111133694",913.450019837873,-0.62547974225603,0.310284421132659,-2.01582709171407,0.0438180595855596,0.250817872590996,1166.24674974614,916.198971608306,1405.43044110668,917.30971758691,805.395951927849,899.112515111687,820.565142627512,617.868375969742,694.547606195808,851.730035920583,953.544710415395
"4868","XR_002638996.1","XR_002638996.1 PREDICTED: Crassostrea virginica uncharacterized LOC111130896 (LOC111130896), transcript variant X1, ncRNA"," uncharacterized LOC111130896 (LOC111130896), transcript variant X1, ncRNA","LOC111130896",80.8782724365871,-1.28025936848451,0.63592371709178,-2.0132278983703,0.0440906595578408,0.251782248056282,55.7185432333409,116.872761754135,118.597784731261,65.029475145796,59.3877823138717,91.8801110333111,52.8394220631352,50.9654140630409,118.514075660396,55.6365441331409,104.219082671029
"1711","XM_022460100.1","XM_022460100.1 PREDICTED: Crassostrea virginica GTP:AMP phosphotransferase AK3, mitochondrial-like (LOC111119683), mRNA"," GTP:AMP phosphotransferase AK3, mitochondrial-like (LOC111119683), mRNA","LOC111119683",46.7035767779983,3.42838062338082,1.70367156672674,2.01234832484043,0.0441832316688673,0.252011939874321,0,0,17.7429756684564,33.5000326508646,56.9471885201509,23.4388038350283,74.5968311479556,131.951551478284,56.9602534181747,67.0911267487875,51.5105810902789
"316","XM_022435532.1","XM_022435532.1 PREDICTED: Crassostrea virginica dynein light chain Tctex-type 1 (LOC111102685), mRNA"," dynein light chain Tctex-type 1 (LOC111102685), mRNA","LOC111102685",182.555114191554,0.732241957699908,0.364156042442304,2.01079172760376,0.044347460280252,0.252350678237746,169.076958777034,146.090952192668,142.877646172307,124.147179823792,208.264003730838,175.322252686012,233.115097337361,285.545950024434,143.319347310246,192.273351048354,188.073517004041
"2275","XM_022464919.1","XM_022464919.1 PREDICTED: Crassostrea virginica uncharacterized LOC111122891 (LOC111122891), transcript variant X1, mRNA"," uncharacterized LOC111122891 (LOC111122891), transcript variant X1, mRNA","LOC111122891",81.7511863488612,0.875367878659139,0.435239995558972,2.01123032715529,0.044301133842443,0.252350678237746,88.3811375425408,78.2630101032152,65.3688577258919,62.0735899118961,69.9636887533283,62.815994277876,102.570642828439,175.237245614017,53.2853983589376,64.6365733311489,76.6669113901825
"2705","XM_022470463.1","XM_022470463.1 PREDICTED: Crassostrea virginica uncharacterized LOC111126070 (LOC111126070), mRNA"," uncharacterized LOC111126070 (LOC111126070), mRNA","LOC111126070",17.5476346243191,-6.33801448814833,3.16270268244588,-2.00398681903505,0.0450714723944711,0.256167730940949,38.4265815402351,0,30.8167472136348,27.588262183065,31.7277193183698,20.6261473748249,0,0,19.2929890609947,24.5455341763857,0
"429","XM_022437544.1","XM_022437544.1 PREDICTED: Crassostrea virginica PAX3- and PAX7-binding protein 1-like (LOC111103922), mRNA"," PAX3- and PAX7-binding protein 1-like (LOC111103922), mRNA","LOC111103922",182.649715867977,-0.742942304462316,0.371017542992471,-2.00244521719932,0.0452368694608604,0.256804586774271,194.054236778187,218.092921487626,244.666296059767,200.014900827221,165.146846708438,216.574547435662,149.193662295911,92.1566391276903,207.629310846895,174.273292652338,147.344220328007
"1025","XM_022449232.1","XM_022449232.1 PREDICTED: Crassostrea virginica splicing factor 3B subunit 1-like (LOC111111998), transcript variant X1, mRNA"," splicing factor 3B subunit 1-like (LOC111111998), transcript variant X1, mRNA","LOC111111998",256.525452665494,-3.19103815294578,1.59739948158911,-1.99764566705086,0.0457550885553311,0.259440513905022,245.930121857505,415.315706947729,312.836676259626,296.573818467948,305.887755479668,337.518775224408,64.236160155184,0,376.672643571801,251.18263307168,215.625688284888
"4738","XR_002636555.1","XR_002636555.1 PREDICTED: Crassostrea virginica uncharacterized LOC111113650 (LOC111113650), ncRNA"," uncharacterized LOC111113650 (LOC111113650), ncRNA","LOC111113650",119.952929015795,-1.7135744300338,0.858533846893386,-1.9959311286729,0.04594141984494,0.260190582510048,182.526262316117,149.221472596797,187.702005755775,82.7647865491949,81.3531264573585,135.007510089763,94.2821060342217,37.0022869224817,215.897734730178,99.8185056506351,53.9064220712221
"44","XM_022430854.1","XM_022430854.1 PREDICTED: Crassostrea virginica EGF-like domain-containing protein 2 (LOC111099518), transcript variant X4, mRNA"," EGF-like domain-containing protein 2 (LOC111099518), transcript variant X4, mRNA","LOC111099518",180.676644742339,-0.67531606002431,0.338566338139502,-1.99463438608612,0.0460827703859706,0.260684437882565,180.604933239105,266.094234350932,211.981867196821,123.161884745826,146.435627623245,188.447982833628,166.806802983623,161.274118473458,164.449763900859,202.091564718909,176.094312099325
"3391","XM_022477701.1","XM_022477701.1 PREDICTED: Crassostrea virginica RNA-binding protein PNO1-like (LOC111130552), mRNA"," RNA-binding protein PNO1-like (LOC111130552), mRNA","LOC111130552",201.118102037431,-0.748364189572017,0.375341700807347,-1.99382106481191,0.0461716126800822,0.260880450049197,220.952843856352,197.222785460102,222.254116268033,254.206130115384,157.825065327275,242.826007730894,151.265796494466,106.119766268249,251.72757155774,192.273351048354,215.625688284888
"2116","XM_022463233.1","XM_022463233.1 PREDICTED: Crassostrea virginica histone H2B (LOC111121803), mRNA"," histone H2B (LOC111121803), mRNA","LOC111121803",100.20249019008,1.29795058768273,0.651311623673983,1.99282576957728,0.046280528910521,0.261189292116352,57.6398723103527,59.4798876784436,44.8243595834687,68.9706554576624,100.877876807125,60.0033378176726,154.373997792297,224.806346963002,57.878967182984,110.454903793736,162.917186704138
"3885","XM_022483060.1","XM_022483060.1 PREDICTED: Crassostrea virginica glutathione S-transferase-like (LOC111134208), mRNA"," glutathione S-transferase-like (LOC111134208), mRNA","LOC111134208",183.519449481008,2.01454750252838,1.01268172409991,1.98931950146423,0.046665948499009,0.263056060976849,67.2465176954115,113.742241350006,100.854809062805,124.147179823792,604.453729578174,102.193184720724,178.203541075672,254.827070315204,119.432789425205,193.091535520901,160.521345723195
"2167","XM_022463654.1","XM_022463654.1 PREDICTED: Crassostrea virginica signal recognition particle subunit SRP68-like (LOC111122095), mRNA"," signal recognition particle subunit SRP68-like (LOC111122095), mRNA","LOC111122095",22.721774594936,9.36912524268762,4.71256992981458,1.9881137855192,0.046799107072119,0.263498130345241,0,0,0,34.4853277288312,33.354781847517,0,46.6230194674723,101.930828126082,0,33.5455633743938,0
"678","XM_022442390.1","XM_022442390.1 PREDICTED: Crassostrea virginica phosphate carrier protein, mitochondrial-like (LOC111107274), mRNA"," phosphate carrier protein, mitochondrial-like (LOC111107274), mRNA","LOC111107274",1112.61517934248,0.302234250862714,0.152115413056131,1.98687460258342,0.0469362947320528,0.263653818949944,1087.47225758865,1104.03019585602,1011.34961310201,1006.97156968187,1154.40086442992,1127.87524054156,1214.27064035283,1336.27126735151,952.706174107213,1089.82171743152,1153.59743232415
"1603","XM_022459046.1","XM_022459046.1 PREDICTED: Crassostrea virginica protein RTF2 homolog (LOC111119168), mRNA"," protein RTF2 homolog (LOC111119168), mRNA","LOC111119168",83.8833589753952,-0.687983865598362,0.346191446776494,-1.98729307729701,0.0468899283792085,0.263653818949944,67.2465176954115,115.829254952759,105.524013186083,74.882425925462,74.8448763407698,87.1923502663055,69.4164956515698,65.626697560628,87.2778076568806,82.6366317271651,92.2398777663134
"2994","XM_022473512.1","XM_022473512.1 PREDICTED: Crassostrea virginica kinesin light chain-like (LOC111128085), transcript variant X2, mRNA"," kinesin light chain-like (LOC111128085), transcript variant X2, mRNA","LOC111128085",40.0002301460447,-8.47010945205259,4.26714017166784,-1.98496161628128,0.0471487421550486,0.264245546405991,0,91.8285985211059,79.3764700957259,0,58.5742510492981,77.8168287322941,0,0,73.4971011847416,58.9092820233256,0
"3787","XM_022481852.1","XM_022481852.1 PREDICTED: Crassostrea virginica proteasome subunit beta type-6-like (LOC111133428), mRNA"," proteasome subunit beta type-6-like (LOC111133428), mRNA","LOC111133428",189.394564718274,0.546183444731577,0.275164041732343,1.98493757139554,0.0471514176075501,0.264245546405991,167.155629700023,136.699390980283,141.009964522995,217.75021223062,208.264003730838,184.697774220023,240.367567032302,184.313278255381,214.06030720056,171.000554762154,218.021529265832
"4484","XM_022488831.1","XM_022488831.1 PREDICTED: Crassostrea virginica tyrosinase-like protein 1 (LOC111137389), transcript variant X1, mRNA"," tyrosinase-like protein 1 (LOC111137389), transcript variant X1, mRNA","LOC111137389",374.944483155019,0.652058525537888,0.328692418418657,1.98379545434893,0.0472786470965676,0.264343097703689,309.333981398893,400.706611728462,455.714322431932,292.632638156082,360.394350206098,345.956744605018,445.50885268918,633.925972181385,254.483712852168,334.637449271391,291.094679184599
"4923","XR_002639967.1","XR_002639967.1 PREDICTED: Crassostrea virginica uncharacterized LOC111138073 (LOC111138073), transcript variant X4, misc_RNA"," uncharacterized LOC111138073 (LOC111138073), transcript variant X4, misc_RNA","LOC111138073",167.229629067653,-6.57783677932964,3.31545950559161,-1.98398947965914,0.0472570127405561,0.264343097703689,111.437086466682,157.569527007807,1164.49950834553,0,195.24750349766,0,10.3606709927716,0,57.878967182984,82.6366317271651,59.8960245235801
"4748","XR_002637044.1","XR_002637044.1 PREDICTED: Crassostrea virginica uncharacterized LOC111116667 (LOC111116667), ncRNA"," uncharacterized LOC111116667 (LOC111116667), ncRNA","LOC111116667",1962.16473752277,-0.613019779057161,0.309237510725826,-1.98235905346125,0.0474390689745178,0.26493234111755,2330.57217041526,2298.84548343178,2162.77534990237,1558.73681334317,1945.96678486001,1366.01348750545,1542.70391082369,2206.17408820834,2521.86928440144,1840.09687875638,1810.05786110259
"1403","XM_022457253.1","XM_022457253.1 PREDICTED: Crassostrea virginica NHP2-like protein 1 (LOC111117994), mRNA"," NHP2-like protein 1 (LOC111117994), mRNA","LOC111117994",60.2966970253773,0.97882263550398,0.494487090951065,1.97947055325828,0.0477630518368238,0.26643259738409,38.4265815402351,31.3052040412861,35.4859513369128,40.3970981966308,62.641907372166,42.189846903051,83.9214350414501,115.195798909613,59.7163947126025,60.545650968418,93.437798256785
"3610","XM_022479414.1","XM_022479414.1 PREDICTED: Crassostrea virginica cell surface glycoprotein 1-like (LOC111131743), mRNA"," cell surface glycoprotein 1-like (LOC111131743), mRNA","LOC111131743",174.220237069165,-1.34396430496746,0.679513892900907,-1.97783197519325,0.0479476650084847,0.267152846470886,199.818224009223,241.050071117903,526.686225105758,169.470753410256,138.300314977509,198.76105652104,98.4263744313304,50.2672577060129,117.595361895587,98.1821367055427,77.8648318806541
"50","XM_022430907.1","XM_022430907.1 PREDICTED: Crassostrea virginica lys-63-specific deubiquitinase BRCC36-like (LOC111099585), mRNA"," lys-63-specific deubiquitinase BRCC36-like (LOC111099585), mRNA","LOC111099585",164.336207143592,-0.712707068331488,0.360756995474654,-1.97558765948188,0.0482014974460358,0.268012717736966,130.650377236799,186.78771744634,155.951417717485,137.941310915325,136.673252448362,161.258970384995,124.328051913259,151.499929475067,249.890144028121,157.091418728868,215.625688284888
"2100","XM_022463056.1","XM_022463056.1 PREDICTED: Crassostrea virginica histone H2B (LOC111121687), mRNA"," histone H2B (LOC111121687), mRNA","LOC111121687",100.600814304281,1.26115852605701,0.638722322309622,1.97450203634133,0.0483246861229095,0.268012717736966,55.7185432333409,63.6539148839484,43.8905187588132,67.9853603796958,102.504939336272,66.5662028914805,152.301863593743,216.428470678667,59.7163947126025,113.72764168392,164.115107194609
"3084","XM_022474489.1","XM_022474489.1 PREDICTED: Crassostrea virginica 14-3-3 protein gamma-like (LOC111128699), transcript variant X2, mRNA"," 14-3-3 protein gamma-like (LOC111128699), transcript variant X2, mRNA","LOC111128699",41.7700067502472,-6.58147328606224,3.3328304177261,-1.97473992407708,0.0482976697385432,0.268012717736966,49.9545560023057,67.8279420894532,0,67.0000653017292,114.707908304875,65.6286507380794,0,0,24.8052716498503,69.5456801664261,0
"4462","XM_022488620.1","XM_022488620.1 PREDICTED: Crassostrea virginica protein farnesyltransferase/geranylgeranyltransferase type-1 subunit alpha-like (LOC111137241), mRNA"," protein farnesyltransferase/geranylgeranyltransferase type-1 subunit alpha-like (LOC111137241), mRNA","LOC111137241",335.859130753495,-0.750046707908006,0.379840223897866,-1.97463738887666,0.0483093128785046,0.268012717736966,411.164422480516,306.790999604604,391.279305530696,321.206195417113,289.617130188196,417.210708263505,180.275675274226,284.847793667406,427.20190063631,351.001138722315,313.85516850356
"3403","XM_022477771.1","XM_022477771.1 PREDICTED: Crassostrea virginica uncharacterized LOC111130606 (LOC111130606), mRNA"," uncharacterized LOC111130606 (LOC111130606), mRNA","LOC111130606",219.532834854654,-0.994412031775794,0.503870884349343,-1.9735453320743,0.0484334651258099,0.268306905771748,397.715118941433,245.224098323408,300.696745539103,293.617933234048,231.042879138898,342.206535991414,111.895246721933,50.2672577060129,155.262626252767,143.182282695583,143.750458856592
"4471","XM_022488705.1","XM_022488705.1 PREDICTED: Crassostrea virginica tektin-3-like (LOC111137279), transcript variant X4, mRNA"," tektin-3-like (LOC111137279), transcript variant X4, mRNA","LOC111137279",244.128921481185,1.10784999658265,0.561605075577521,1.97264954459929,0.0485355041352097,0.268563122881494,297.806006936822,216.005907884874,221.320275443377,242.382589179785,350.631975031215,148.133240237379,347.082478257849,362.34314929751,108.408224247494,199.63701130127,191.667278475456
"4856","XR_002638798.1","XR_002638798.1 PREDICTED: Crassostrea virginica uncharacterized LOC111129060 (LOC111129060), ncRNA"," uncharacterized LOC111129060 (LOC111129060), ncRNA","LOC111129060",399.737108915871,0.492118600541811,0.249618772619292,1.97148073190941,0.0486689147997823,0.268992142188464,368.895182786257,343.313737652771,419.294530270364,427.618063837507,498.694665183608,359.082474752634,425.823577802913,468.462915565759,336.249237920193,341.182925051761,408.490887250816
"2411","XM_022466895.1","XM_022466895.1 PREDICTED: Crassostrea virginica loricrin-like (LOC111124031), mRNA"," loricrin-like (LOC111124031), mRNA","LOC111124031",18.2970962582223,-6.40852859444302,3.25199760831971,-1.97064369852174,0.0487646445924199,0.269212154894391,80.6958212344937,0,25.2137022657012,21.6764917152653,26.8465317309283,20.6261473748249,0,0,0,10.6363981431005,15.5729663761308
"1039","XM_022449624.1","XM_022449624.1 PREDICTED: Crassostrea virginica ras-related protein Ral-A-like (LOC111112216), transcript variant X2, mRNA"," ras-related protein Ral-A-like (LOC111112216), transcript variant X2, mRNA","LOC111112216",27.5698818105514,-5.9544871205254,3.02324424508895,-1.96956866128102,0.048887826253919,0.269583041908781,0,0,22.4121797917344,0,0,0,55.9476233609667,36.3041305654538,57.878967182984,56.454728605687,74.2710704092393
"3474","XM_022478307.1","XM_022478307.1 PREDICTED: Crassostrea virginica neuropeptide-like protein 29 (LOC111130994), mRNA"," neuropeptide-like protein 29 (LOC111130994), mRNA","LOC111130994",164.17267507248,-1.68278860802839,0.854783957290302,-1.96867125742848,0.0489908539682573,0.269654074796713,393.87246078741,109.568214144501,129.803874627128,96.5589176407273,143.181502564951,210.011682361854,91.1739047363902,71.9101047738796,166.287191430478,259.364477797142,134.167094932819
"4078","XM_022485099.1","XM_022485099.1 PREDICTED: Crassostrea virginica serine/threonine-protein kinase NLK-like (LOC111135231), transcript variant X2, mRNA"," serine/threonine-protein kinase NLK-like (LOC111135231), transcript variant X2, mRNA","LOC111135231",65.8180949779269,-6.99865170414905,3.55535675611692,-1.96848085416689,0.0490127369021861,0.269654074796713,0,66.784435288077,53.2289270053691,0,0,0,153.33793069302,182.218809184297,127.701213308488,140.727729277945,0
"3350","XM_022477314.1","XM_022477314.1 PREDICTED: Crassostrea virginica nuclear factor erythroid 2-related factor 2-like (LOC111130344), transcript variant X2, mRNA"," nuclear factor erythroid 2-related factor 2-like (LOC111130344), transcript variant X2, mRNA","LOC111130344",176.0228798731,0.715005589948172,0.363337368852997,1.96788343628221,0.0490814510459034,0.269723864537647,134.493035390823,175.309142631202,161.554462665419,151.735442006857,165.146846708438,226.887621123074,191.672413366275,256.921539386288,135.050923426963,153.000496366137,184.479755532627
"2688","XM_022470294.1","XM_022470294.1 PREDICTED: Crassostrea virginica chromate reductase-like (LOC111125972), mRNA"," chromate reductase-like (LOC111125972), mRNA","LOC111125972",13.7669061545099,9.24269591665382,4.69823847731637,1.96726836265946,0.0491522803776397,0.269805105744535,0,0,0,21.6764917152653,52.879532197283,0,20.7213419855432,39.7949123505935,0,16.3636894509238,0
"4381","XM_022487872.1","XM_022487872.1 PREDICTED: Crassostrea virginica jacalin-related lectin 5-like (LOC111136772), transcript variant X1, mRNA"," jacalin-related lectin 5-like (LOC111136772), transcript variant X1, mRNA","LOC111136772",83.8010672206321,-6.31581550791113,3.21338686546574,-1.96547000791818,0.0493598636642701,0.270635972300451,161.391642468987,35.4792312467909,145.679168646273,109.367753654293,132.605596125494,280.328093866939,0,0,56.9602534181747,0,0
"2843","XM_022471622.1","XM_022471622.1 PREDICTED: Crassostrea virginica uncharacterized LOC111126770 (LOC111126770), mRNA"," uncharacterized LOC111126770 (LOC111126770), mRNA","LOC111126770",361.768777397769,-0.710633957275358,0.361875432229915,-1.9637529768085,0.0495587456913211,0.271196530391457,380.423157248328,243.137084720655,340.851900999294,414.809227823941,371.783787910128,305.64200200877,261.088909017845,246.449194030869,588.895523242742,392.728546822171,433.64721755072
"3993","XM_022484286.1","XM_022484286.1 PREDICTED: Crassostrea virginica protein yippee-like 1 (LOC111134841), mRNA"," protein yippee-like 1 (LOC111134841), mRNA","LOC111134841",189.992649744618,-0.921508707766855,0.469291977044132,-1.96361487697071,0.0495747708235319,0.271196530391457,176.762275085082,216.005907884874,160.620621840763,154.691327240757,107.386126923713,223.13741250947,148.157595196634,153.594398546151,286.638694620492,272.455429357881,190.469357984985
"1165","XM_022452946.1","XM_022452946.1 PREDICTED: Crassostrea virginica uncharacterized LOC111114580 (LOC111114580), mRNA"," uncharacterized LOC111114580 (LOC111114580), mRNA","LOC111114580",12.4001787766539,-5.87967993825777,2.99505788318843,-1.9631273142536,0.0496313824613223,0.271198042189337,0,39.6532584522957,19.6106573177676,25.6176720271317,12.2029689686038,15.0008344544181,0,0,12.8619927073298,11.4545826156466,0
"1405","XM_022457269.1","XM_022457269.1 PREDICTED: Crassostrea virginica MAP kinase-interacting serine/threonine-protein kinase 1-like (LOC111118004), transcript variant X1, mRNA"," MAP kinase-interacting serine/threonine-protein kinase 1-like (LOC111118004), transcript variant X1, mRNA","LOC111118004",1416.40411008925,-0.68637648246014,0.349721889689701,-1.96263517582255,0.0496885803694158,0.271202750451664,1577.41117222665,2288.41041541801,1580.05867531727,1165.60407723449,1147.07908304875,1497.27078898161,1265.03792821741,1089.12391696361,1562.73211394057,1414.64095303236,993.076086600958
"798","XM_022444772.1","XM_022444772.1 PREDICTED: Crassostrea virginica metalloproteinase inhibitor 3-like (LOC111108725), mRNA"," metalloproteinase inhibitor 3-like (LOC111108725), mRNA","LOC111108725",146.762413593819,-0.912332052102835,0.464998938057505,-1.96200889385689,0.0497614488006953,0.271292881683519,136.414364467835,111.655227747254,112.994739783327,107.39716349836,103.318470600845,118.131571328543,175.09533977784,84.4769192003828,260.914709205833,229.091652312933,174.896391608854
"2112","XM_022463183.1","XM_022463183.1 PREDICTED: Crassostrea virginica trichohyalin-like (LOC111121184), transcript variant X11, mRNA"," trichohyalin-like (LOC111121184), transcript variant X11, mRNA","LOC111121184",153.686489520415,4.2613308285747,2.17507720667911,1.95916301981798,0.0500936983957043,0.272795321353982,111.437086466682,81.3935305073438,82.1779925696927,309.382654481514,541.811822206007,359.082474752634,64.236160155184,88.6658573425505,0,52.3638062429561,0
"1207","XM_022453588.1","XM_022453588.1 PREDICTED: Crassostrea virginica U-actitoxin-Avd3h-like (LOC111115014), mRNA"," U-actitoxin-Avd3h-like (LOC111115014), mRNA","LOC111115014",11.8015479494365,-5.97145334952778,3.04875101287756,-1.95865563448936,0.0501531294288638,0.272810356011921,0,21.9136428289003,11.2060898958672,27.588262183065,8.94884391030943,15.0008344544181,0,0,23.886557885041,21.2727962862009,0
"3080","XM_022474434.1","XM_022474434.1 PREDICTED: Crassostrea virginica uncharacterized LOC111128677 (LOC111128677), mRNA"," uncharacterized LOC111128677 (LOC111128677), mRNA","LOC111128677",178.863660920775,0.93462993950345,0.477546280456814,1.95715049567426,0.0503297770871637,0.272846336596403,167.155629700023,121.04678895964,139.142282873684,146.808966617024,249.754098224091,172.509596225809,179.239608174949,293.225669951742,130.457354602916,166.909632399423,201.250642399229
"3187","XM_022475694.1","XM_022475694.1 PREDICTED: Crassostrea virginica ribonuclease H2 subunit C-like (LOC111129358), mRNA"," ribonuclease H2 subunit C-like (LOC111129358), mRNA","LOC111129358",15.2559166814105,2.00488118563902,1.02393431499627,1.95801738087695,0.0502279732436595,0.272846336596403,0,11.4785748151382,14.007612369834,19.7059015593321,20.3382816143396,11.2506258408136,30.0459458790377,23.7373161389505,10.105851412902,16.3636894509238,10.7812844142444
"4566","XM_022489482.1","XM_022489482.1 PREDICTED: Crassostrea virginica kielin/chordin-like protein (LOC111137821), transcript variant X1, mRNA"," kielin/chordin-like protein (LOC111137821), transcript variant X1, mRNA","LOC111137821",121.647650959213,-1.00507424159117,0.513515827254409,-1.95724102013554,0.0503191381441772,0.272846336596403,161.391642468987,135.655884178906,140.07612369834,132.029540447525,133.419127390068,139.695270856769,96.354240232776,35.6059742084258,135.050923426963,118.636748519197,110.208685123387
"2117","XM_022463234.1","XM_022463234.1 PREDICTED: Crassostrea virginica histone H2B (LOC111121804), mRNA"," histone H2B (LOC111121804), mRNA","LOC111121804",97.4109786582069,1.30822492478103,0.669053888510695,1.9553356571817,0.0505434651510404,0.273696559321832,53.7972141563292,59.4798876784436,46.6920412327799,68.9706554576624,100.877876807125,59.0657856642714,152.301863593743,212.239532536499,53.2853983589376,103.09124354082,161.719266213666
"473","XM_022438178.1","XM_022438178.1 PREDICTED: Crassostrea virginica uncharacterized LOC111104309 (LOC111104309), mRNA"," uncharacterized LOC111104309 (LOC111104309), mRNA","LOC111104309",105.974124058274,-0.688333904469443,0.352211080418881,-1.95432211743826,0.0506631347924351,0.274036326843576,119.122402774729,148.177965795421,121.399307205228,90.6471471729277,91.9290328968151,99.3805282605202,71.4886298501242,108.214235339333,115.757934365968,114.545826156466,85.0523548234837
"2281","XM_022465015.1","XM_022465015.1 PREDICTED: Crassostrea virginica dopamine beta-hydroxylase-like (LOC111122967), mRNA"," dopamine beta-hydroxylase-like (LOC111122967), mRNA","LOC111122967",168.266292317813,-0.713786085210726,0.365417909890487,-1.95334182012218,0.0507791051927056,0.274355345003013,219.03151477934,159.656540610559,258.673908429601,149.764851850924,122.843220950611,158.446313924792,122.255917714705,171.048307471849,171.799474019333,165.27326345433,152.135902289893
"1924","XM_022461853.1","XM_022461853.1 PREDICTED: Crassostrea virginica regucalcin-like (LOC111120853), mRNA"," regucalcin-like (LOC111120853), mRNA","LOC111120853",85.596040958039,-1.34929836911331,0.691334750790043,-1.95172941555644,0.0509703383008599,0.275079830247017,138.335693544846,59.4798876784436,117.663943906605,134.000130603458,100.877876807125,76.879276578893,39.3705497725321,26.5299415670624,120.351503190014,62.1820199135104,65.8856269759381
"724","XM_022443470.1","XM_022443470.1 PREDICTED: Crassostrea virginica serine/threonine-protein kinase pim-3-like (LOC111107995), transcript variant X1, mRNA"," serine/threonine-protein kinase pim-3-like (LOC111107995), transcript variant X1, mRNA","LOC111107995",113.239391092165,-1.26599661126931,0.649720539705365,-1.94852484091609,0.0513521954492625,0.276646972360657,67.2465176954115,205.570839871112,107.391694835394,138.926605993291,102.504939336272,81.5670373458986,78.7410995450643,55.8525085622366,140.563206015818,139.091360332852,128.177492480461
"2370","XM_022466340.1","XM_022466340.1 PREDICTED: Crassostrea virginica uncharacterized LOC111123779 (LOC111123779), transcript variant X1, mRNA"," uncharacterized LOC111123779 (LOC111123779), transcript variant X1, mRNA","LOC111123779",23.3993767836061,-5.65290905638328,2.90141455346209,-1.94832863495428,0.0513756529477415,0.276646972360657,30.7412652321881,46.9578060619291,46.6920412327799,44.3382785084972,24.4059379372075,43.1273990564522,0,0,21.1304165906132,0,0
