"","geneSymbol","TranscriptID","moduleColor","KEGG_ID","Protein_name","gene_length","GO.terms","GS.HHM","p.GS.HHM","MM.red","p.MM.red","MM.blue","p.MM.blue","MM.cyan","p.MM.cyan","MM.tan","p.MM.tan","MM.turquoise","p.MM.turquoise","MM.greenyellow","p.MM.greenyellow","MM.black","p.MM.black","MM.magenta","p.MM.magenta","MM.salmon","p.MM.salmon","MM.brown","p.MM.brown","MM.purple","p.MM.purple","MM.green","p.MM.green"
"XM_022450208.1","LOC111112607","XM_022450208.1","blue","crg:105341161"," uncharacterized",766,"GO:0003674",0.698249648553776,0.024717919657009,-0.831570211730693,0.00285801035179086,0.792093359431482,0.0063063445436279,0.416587790898176,0.231076438616106,0.161672238571483,0.655441793348838,-0.334395417582098,0.344963723415761,-0.194245830675535,0.590760118146453,0.662314621775686,0.0369232906962372,0.0785343478664998,0.829261762288565,-0.589274583326195,0.0730252715402762,0.467672189422246,0.172887729102004,-0.256465436379336,0.474449087644989,0.053273358800974,0.883794698405911
"XM_022460918.1","LOC111120189","XM_022460918.1","blue","crg:105348511"," transmembrane protease serine 9-like",686,"GO:0008233",0.69703245791447,0.0250780117783554,-0.788233295886254,0.00675394341286341,0.991077723265548,2.74298428198411e-08,0.448518433167298,0.193557307898141,-0.0552161879443945,0.879582169587454,-0.79438011859894,0.00605136205432256,0.233738580872324,0.51572746475888,0.467727395385628,0.172830143268159,-0.175094776540818,0.628508438332946,-0.728475726178398,0.0168744093305217,0.126662839523463,0.727327656882227,-0.55956878828844,0.0925789974082299,0.543513823913642,0.104410635884122
"XM_022432727.1",NA,NA,"blue",NA,NA,NA,NA,0.694137122225928,0.0259489942475169,-0.869480114356051,0.00108140733101047,0.955969875142428,1.55899339717347e-05,0.466669105782205,0.173936043470293,-0.0244569488315991,0.946532413309699,-0.635279237848816,0.048413246020781,0.0862277727297161,0.812772958716312,0.44364093135887,0.199040886070299,-0.108201154899109,0.766061608818747,-0.682348708365829,0.0297093744824906,0.217361020614634,0.546357432681156,-0.50270932299934,0.138626518283281,0.345072934314693,0.32879692601075
"XM_022477978.1","LOC111130752","XM_022477978.1","blue","crg:105346369"," lectin BRA-3-like",155,"",0.693493957311344,0.0261452482018514,-0.592129529913225,0.0713016860922321,0.790813294453724,0.00645236344824047,0.742352365917396,0.0139346552390441,-0.266683067166039,0.456379484295996,-0.670135764067101,0.0339801828293745,0.339617911592387,0.33700666423204,0.656718402425749,0.0391317439027436,0.0435001929597025,0.905023185367993,-0.438653597826476,0.204740344505617,0.0507764274367714,0.889212496840842,-0.431127983722372,0.213517285880195,0.445936549036896,0.19644888334995
"XM_022445794.1","LOC111109602","XM_022445794.1","blue","crg:105348973"," elastin-like",242,"GO:0005576;GO:0030234",0.693285872118684,0.0262089599435621,-0.852774649817224,0.00171412653499011,0.862861090418813,0.00130707033932463,0.110131663405905,0.761987812874058,-0.000624230497404477,0.998634496319015,-0.617900844744107,0.0569331613732708,0.162826418637565,0.653111214696174,0.141897575215454,0.695773810240047,-0.476926449896772,0.163393868428936,-0.657590541503472,0.0387818643593282,0.0225696426461694,0.950654048106484,-0.562895461160871,0.090239801820906,0.396196030149511,0.257030780118033
"XM_022488064.1","LOC111136902","XM_022488064.1","blue","crg:105330968;crg:105330967"," uncharacterized",299,"GO:0003674",0.692141170295919,0.0265613485956074,-0.907104994287734,0.000290866472001308,0.89212922102568,0.000519084345846808,0.224793936085865,0.532367530040366,0.121124318107629,0.738893702197918,-0.548027927396616,0.100992557165187,-0.0182960927402407,0.959990691920178,0.494987850935878,0.145785168366702,-0.11966197022805,0.741955494202908,-0.683869196695653,0.0292047144289297,0.241364762718988,0.50171316507199,-0.419916483596795,0.226986787380925,0.323276525909381,0.362218206515437
"XM_022470695.1","LOC111126217","XM_022470695.1","blue","crg:105337550"," uncharacterized",236,"",0.688850704618767,0.0275923347322928,-0.737335931030562,0.0149523047765669,0.957568478501778,1.34724176447258e-05,0.40199366931827,0.249494492835317,-0.0755733310463687,0.835624284969418,-0.787091778035991,0.00689051781948015,0.26391989841892,0.461235324529185,0.330307258919657,0.351258423076755,-0.262147231642745,0.464362575317683,-0.710129665015842,0.0213878897268675,0.133171392640771,0.713799152187733,-0.540200674852919,0.106965248855679,0.53608157157291,0.110195741926003
"XM_022451874.1","LOC111113580","XM_022451874.1","blue","crg:105338112"," glycine-rich cell wall structural protein 1.0-like",167,"",0.688796326586889,0.0276095988608275,-0.876109846637814,0.000885223312373388,0.790723132699556,0.00646273805270139,0.187793298619255,0.603385513722728,0.00662657568711426,0.985505002192791,-0.412843355035458,0.235726326224081,0.00514792945649323,0.988739202741474,0.104318908764151,0.774269559811329,-0.469011878983703,0.171493510296088,-0.580887969230934,0.0782443159470951,0.0686443373050122,0.850546072232294,-0.551997497400217,0.0980461019514336,0.118906046139211,0.743539492573786
"XM_022477331.1","LOC111130353","XM_022477331.1","blue","crg:105344081"," tubulin polyglutamylase ttll6-like",1220,"GO:0006464;GO:0043167",0.68680200530815,0.0282478767334718,-0.602833664680351,0.0650759879690136,0.544146719860319,0.103927066874729,0.73895535711782,0.0146183024713669,-0.263888341587673,0.461290913290719,-0.193273045625942,0.592657301235256,0.0771770099585839,0.83217727120878,0.49178264239077,0.148821532447032,0.15879868215568,0.661255832693516,-0.151206404874154,0.676695195343821,0.431239604067583,0.213385553197429,0.0186756815685184,0.959161192359473,-0.080027390135967,0.826056933259004
"XM_022478680.1","LOC111131242","XM_022478680.1","blue","crg:105349021"," protein dpy-30 homolog",99,"GO:0005654;GO:0032991",0.686692196635765,0.0282833107124206,-0.544378805319025,0.103750095452148,0.545167026156151,0.103150478009915,0.109418588210773,0.763491950142755,-0.332495744607157,0.347881549558696,-0.519214125543166,0.124059727570443,0.485796655743219,0.154594299736089,-0.102089530677263,0.77899214367701,-0.549384488844483,0.0999794090641904,-0.235631862301263,0.512233230882519,-0.0749310368999773,0.837005568789568,-0.231193714888183,0.520439733176525,0.40717118375341,0.242869654857185
"XM_022438721.1","LOC111104655","XM_022438721.1","blue","crg:105320259"," perlucin-like protein",175,"",0.686423866442557,0.0283700254568773,-0.733014074675926,0.0158696684027542,0.946555115862797,3.34559640101372e-05,0.516475812612581,0.126407597379881,-0.0519741206125218,0.886613234701774,-0.753532146764909,0.011842526816696,0.193563980852891,0.592089668512168,0.580571666497186,0.0784457374779446,-0.0860485027695103,0.813156447292442,-0.694185529821816,0.0259342642364153,0.0789736553130975,0.828318547267237,-0.588006840904974,0.0737992348452073,0.49984666042765,0.141254834313477
"XM_022472237.1","LOC111127171","XM_022472237.1","blue","crg:105345021"," IgGFc-binding protein-like",534,"",0.686407991661124,0.0283751613016015,-0.808500623701666,0.0046365302100997,0.951736243118682,2.23915850607215e-05,0.373464040337121,0.287773355377826,-0.0855889960506059,0.814139572529464,-0.73522872656869,0.0153948293617969,0.240752786473198,0.502831788923696,0.280450270307031,0.432532631088491,-0.324185697495474,0.360791444902542,-0.687998712151703,0.0278636775522577,0.0798512663042424,0.826434865250969,-0.575356099862562,0.0818154593334022,0.473501169929164,0.166870482731042
"XR_002633649.1",NA,NA,"blue",NA,NA,NA,NA,0.686026887071459,0.028498647794086,-0.913682607006427,0.000218605645531091,0.722850057429895,0.0181801856934649,0.329480029584577,0.352539148081332,-0.0955707397581268,0.792838079156529,-0.237780069756614,0.508280485430087,-0.00692373430048899,0.984855057251331,0.195583170632153,0.588155607001855,-0.389492793377513,0.265899049398977,-0.388862975095944,0.2667407955726,0.207167906138351,0.565774284522537,-0.29283392710375,0.411587599292145,-0.0829758266212364,0.819734916787211
"XM_022453012.1","LOC111114622","XM_022453012.1","blue","crg:105322314"," uncharacterized",186,"GO:0005575;GO:0006629;GO:0009058;GO:0016853",0.684292041932745,0.0290654157368891,-0.841554322649962,0.00226695043308024,0.672298353284531,0.0331953979787885,0.317139846442154,0.371921833259907,0.158159472472835,0.662551372330477,-0.135057782783525,0.709891361490935,-0.295905925217161,0.406467542267143,0.5454339884955,0.102947891594937,-0.00236920627586844,0.994817390362308,-0.464100459139413,0.176637708518164,0.423687093851723,0.222404241160656,-0.195973973339949,0.587395307277743,-0.162460748755132,0.653849302613
"XM_022448304.1","LOC111111363","XM_022448304.1","blue","crg:105344760"," phospholipase B1, membrane-associated-like",386,"GO:0003674;GO:0006629;GO:0009056",0.684143268397483,0.0291143746692748,-0.836543168638168,0.00255128328653158,0.959573715286684,1.11277552483988e-05,0.496039625083691,0.144797093494899,-0.0245559141560334,0.946316316471857,-0.667869328748315,0.0348160525805476,0.128725123549915,0.723033513951075,0.51748354307996,0.12554037991003,-0.08603439487511,0.813186627968567,-0.682625805777804,0.0296169643909815,0.253055429265952,0.480548282836007,-0.457709792426415,0.183466696069311,0.395948646640375,0.25735511774713
"XM_022482813.1","LOC111134041","XM_022482813.1","blue","crg:105330967"," uncharacterized",166,"",0.681359202913075,0.0300409719245955,-0.937005508095423,6.38225587716801e-05,0.887270191929556,0.000615374180171967,0.18819859880569,0.602589639724098,0.0925675755932194,0.799234626875306,-0.489467647145295,0.15103827984424,-0.0521607571884788,0.88620827866361,0.237566431761613,0.508673011081135,-0.350416185487946,0.320856789702361,-0.694057829325656,0.025973134773952,0.124373969854529,0.732101612847778,-0.579254372473538,0.0792881955083625,0.1955693083558,0.588182582477459
"XM_022458427.1","LOC111118797","XM_022458427.1","blue","crg:105325415"," tektin-2-like",422,"",0.680527125266464,0.030321757964192,-0.709638305485139,0.0215190984324927,0.492857015031285,0.147799512479618,0.215713829205728,0.549477206222772,0.0831539578178065,0.819353265015624,-0.071174104023909,0.845092957191783,-0.165707846108658,0.64730470320764,0.484949323315006,0.155422215610651,0.0589854041551019,0.871417425225606,-0.267259001784696,0.455370266998272,0.538495939774043,0.108294888495991,0.122712724867077,0.73557171518681,-0.107113215541426,0.76835968237946
"XM_022473914.1","LOC111128341","XM_022473914.1","blue","crg:105318146"," uncharacterized",212,"GO:0006629;GO:0009056;GO:0030234;GO:0034641",0.680189852281512,0.0304360787057575,-0.734404996340158,0.015570270840794,0.800436277320663,0.00541160289870636,0.248906010308829,0.488015602264751,-0.134969489024336,0.71007413324907,-0.641348211341637,0.04565099965063,0.30371196126152,0.393595055411366,0.193499034533177,0.592216365557377,-0.53174789591962,0.11365996573917,-0.556812820686521,0.0945459292171776,-0.15670706072493,0.66549808920315,-0.635131187607358,0.0484819876544077,0.425388424695904,0.220353980002227
"XM_022481690.1","LOC111133358","XM_022481690.1","blue","crg:105325972"," coiled-coil domain-containing protein 42 homolog",332,"",0.680128329916744,0.0304569636988161,-0.723401033496299,0.0180493035326732,0.92255087015852,0.000143251285311781,0.337049730885808,0.340907731312535,0.0176425881760272,0.961418848664587,-0.780115972242475,0.00776804285749788,0.220587247987794,0.540267369374641,0.527231548534093,0.117341968856012,-0.0734664790633718,0.840156664355886,-0.708815369847514,0.0217400903813556,0.22299230242371,0.535745138763658,-0.417501420505226,0.229949825640667,0.605143315836574,0.0637811280052101
"XM_022470559.1","LOC111126142","XM_022470559.1","blue","crg:105322314"," uncharacterized",186,"GO:0005575;GO:0006629;GO:0009058;GO:0016853",0.679493108377536,0.0306731732557785,-0.845856337277434,0.00204173979210112,0.793645911789701,0.00613241401069419,0.289806009992952,0.416663855663014,0.198197639126669,0.583076136681846,-0.321258305137123,0.365395442374574,-0.219674145970185,0.541988254288651,0.554011099081347,0.0965726020048456,-0.0982335840722212,0.78717567094724,-0.621939466869746,0.0548711505892769,0.356849150108908,0.311431435013949,-0.349909084033621,0.321606019767671,0.0253958113917783,0.944482477689369
"XM_022439601.1",NA,NA,"blue",NA,NA,NA,NA,0.679347934346404,0.0307227322552653,-0.800376250314442,0.005417696120985,0.973245125108762,2.17058887232749e-06,0.370713684174971,0.291620849234505,0.0706662080459519,0.846187299527201,-0.729046397394128,0.0167457043602879,0.08164979296504,0.822577052594347,0.480028574167864,0.160283077693429,-0.0409606756826304,0.910548701966051,-0.774835798480582,0.0084828317617788,0.270728470337883,0.449311953008316,-0.493203064665162,0.147471236748068,0.485690991099135,0.154697397229558
"XM_022431156.1","LOC111099732","XM_022431156.1","blue","crg:105335329"," uncharacterized",255,"",0.67843594523809,0.0310353113809597,-0.700554899714271,0.0240456938750201,0.948902069554347,2.80355576530354e-05,0.423508189907886,0.222620466706495,-0.116351358710162,0.748899086818166,-0.841322818815653,0.00227955624392444,0.321965377428679,0.36428074138348,0.348218124722208,0.324110940596053,-0.242632122009747,0.499399922782724,-0.701501855663131,0.0237732337398816,0.0146152640075429,0.968035938280372,-0.620500046661338,0.0556003122581943,0.611249051060848,0.0604398104138748
"XM_022432807.1","LOC111100724","XM_022432807.1","blue","crg:105345865"," amine oxidase [flavin-containing] B-like",519,"GO:0016491",0.676335939744957,0.0317632914139967,-0.719259374298714,0.0190492981253878,0.780985966942084,0.0076545077960321,0.76773228039267,0.00951616761543141,-0.322338650856936,0.36369295945329,-0.496860414475524,0.14402885825451,0.240244338085057,0.503761974307014,0.473786410066317,0.166579293366655,0.125659728157193,0.729418843230904,-0.328678874672254,0.353781746027869,0.326364083518331,0.357384374354766,-0.147254774923163,0.684774609760604,0.216323062669718,0.548322504536614
"XM_022466028.1","LOC111123596","XM_022466028.1","blue","crg:105338611"," uncharacterized",145,"GO:0043167",0.676295832874402,0.0317773065906413,-0.774729045947165,0.00849774488044828,0.953546517246598,1.92589907911077e-05,0.327380455626381,0.355800281865304,-0.0655255941469374,0.857276612230156,-0.771732930785086,0.00892389794291899,0.288057741174102,0.419608138770934,0.37637167658237,0.283735699525687,-0.348636164268986,0.323490733358845,-0.68650616865818,0.0283434090384636,0.0853010726551517,0.814755710470704,-0.506918634029355,0.134816617999168,0.542395841658537,0.105268305655965
"XM_022463076.1","LOC111121706","XM_022463076.1","blue","crg:105334043"," uncharacterized",243,"GO:0005576;GO:0007155;GO:0043167",0.675947034293213,0.0318993701115517,-0.317422620900377,0.371471898783969,0.502665178001125,0.138666820056071,0.430724509079902,0.213993850417376,-0.158601724610088,0.661654936879419,-0.526546221548118,0.117907110990391,0.288075480399115,0.41957821503892,0.569431967892073,0.0857545283962745,0.241256824014798,0.501910388531605,-0.275316672338615,0.441356589834904,0.297024910331869,0.404610116611596,-0.00724884631412835,0.984143981872083,0.46387029719982,0.176880997084529
"XM_022446310.1","LOC111110008","XM_022446310.1","blue","crg:105323595"," cilia- and flagella-associated protein 100-like",622,"",0.671562843609562,0.033460912705551,-0.860545169420698,0.00139354004324113,0.593254165420952,0.0706300644552353,0.169535834929303,0.63961718896008,0.226324888524239,0.529504163296893,0.00594233639167229,0.987001598140971,-0.410260401603361,0.238964346417748,0.326595986415635,0.357022624964342,0.0236839113543484,0.948220494985029,-0.425620724553442,0.220074878242422,0.660267141166791,0.0377212620014558,0.00675380781893476,0.985226719275621,-0.291351686203941,0.414068885109216
"XM_022488726.1","LOC111137304","XM_022488726.1","blue","crg:105342238"," uncharacterized",151,"",0.670639149904543,0.0337963970019614,-0.726914974104431,0.0172299183444169,0.963249135360574,7.63423263664064e-06,0.368803729029534,0.294308815628846,-0.0790481285494403,0.828158669064878,-0.856060426293592,0.00157268451371724,0.311499635973628,0.380952280327674,0.36862957376907,0.294554568336758,-0.240101325324689,0.504023740732565,-0.728232604707191,0.0169294493775904,0.0190832833703995,0.958270516537926,-0.61626796821635,0.0577811876623493,0.643873150443358,0.044533545423213
"XM_022433341.1","LOC111101065","XM_022433341.1","blue","crg:105320257"," uncharacterized",303,"GO:0003674",0.670031914297181,0.0340181824442628,-0.922150925355132,0.00014616105065692,0.880439734017763,0.00077199504158862,0.2299367195559,0.522773787377643,-0.00940616773816533,0.979425828457411,-0.490586134652624,0.149964776517722,0.0545169667878379,0.881097943856002,0.14267381579525,0.694176841124293,-0.350176664963628,0.321210562075564,-0.605913820159565,0.063352950292273,0.292624913044881,0.411937063929088,-0.344430117935446,0.329758935075538,0.203389424314058,0.573038205137182
"XM_022449029.1","LOC111111862","XM_022449029.1","blue","crg:105338112"," glycine-rich cell wall structural protein 1.0-like",167,"",0.669292456262278,0.034289590381827,-0.862482594194807,0.0013209282605965,0.753856683295034,0.0117853136088878,0.159410155170568,0.660017266517696,-0.00647972492589325,0.985826196847739,-0.373872357160189,0.287204496880604,0.0113216543894107,0.975237055296642,0.0672032751678324,0.853654963965642,-0.52923586889232,0.115698862882278,-0.542272542592001,0.105363166877869,0.0266220370520489,0.941805549958766,-0.547930067143433,0.101065894552301,0.0826501480119351,0.820432781667278
"XM_022458327.1","LOC111118730","XM_022458327.1","blue","crg:105346977"," uncharacterized",224,"",0.669049723866675,0.0343790009292949,-0.90049808903362,0.000379735631726213,0.894417520380265,0.000477783315396585,0.271960745058847,0.447169003762007,-0.0461160694030696,0.8993353629043,-0.520717993485335,0.122781890651321,0.108855331451983,0.764680569496062,0.159664834102811,0.659501621892124,-0.403248655135731,0.247879548730373,-0.599222603262099,0.0671347655997262,0.260638685981264,0.467031263743825,-0.357598465605179,0.310343140344081,0.224159115937091,0.533556675447742
"XM_022433550.1","LOC111101180","XM_022433550.1","blue","crg:105320263"," perlucin-like protein",169,"",0.66859327977474,0.0345475598728953,-0.869189524050617,0.00109067073314381,0.973627796406116,2.04999566784539e-06,0.306179800391051,0.389566977662149,0.15289616953437,0.673249330861432,-0.649208385044486,0.0422329143422761,-0.0220076262672132,0.951881627496707,0.497949926266565,0.14301295562361,-0.130842850326029,0.718631159719417,-0.806935613375114,0.0047803032547415,0.229711672832048,0.523192117814121,-0.566458003316046,0.0877770573450428,0.382303031749267,0.27559467903114
"XM_022484157.1","LOC111134790","XM_022484157.1","blue","crg:105346498"," loricrin-like",797,"GO:0003674",0.668157350184662,0.034709064999234,-0.78578452167613,0.00704931634664986,0.846955802524313,0.00198688209170837,0.37542638234319,0.28504499992726,0.0732837961713624,0.840549863330845,-0.486005798223582,0.154390360943624,-0.0637635013702405,0.861083065031736,0.344003243587991,0.330398577184271,-0.133878957041904,0.712332674896576,-0.663868221994509,0.0363254672927468,0.281860625471592,0.430122798677529,-0.476301756891998,0.164024654068742,0.17979095269308,0.619175722586171
"XM_022442153.1","LOC111107140","XM_022442153.1","blue","crg:105339452"," proton myo-inositol cotransporter-like",627,"GO:0005575;GO:0022857",0.666503565944349,0.0353264161563531,-0.636660719141591,0.0477749365908629,0.783499105198386,0.00733314663850525,0.75865460269569,0.0109619469434415,-0.436990721468251,0.20666142113106,-0.637735272732494,0.0472823425510616,0.431199003735215,0.213433463702756,0.393821980446979,0.26015265464385,0.0414847743434067,0.909408070910344,-0.305976272702365,0.389898422179304,0.162552993560255,0.653663085185891,-0.209710972412733,0.560905368837689,0.396478945316067,0.256660135155012
"XM_022467619.1","LOC111124606","XM_022467619.1","blue","crg:105344518"," cilia- and flagella-associated protein 157-like",560,"GO:0005929",0.666155634571163,0.0354572371600488,-0.798693070837621,0.00559055122544789,0.666619646005829,0.0352828432397671,0.175239302785498,0.628220505224731,0.168387221805497,0.64192067586923,-0.257551180868505,0.472514261649533,-0.174067839772793,0.630555655035238,0.463815912695723,0.176938512268748,0.0804339126278279,0.825184727581466,-0.480522283170468,0.159791302684441,0.562947395389796,0.0902035865504871,-0.0179658103690201,0.960712472303653,0.0679280985621451,0.852091028717576
"XM_022486930.1","LOC111136225","XM_022486930.1","blue","crg:105324826"," tyrosinase-like protein 1",712,"GO:0016491",0.666133261468596,0.035465660571893,-0.77910735222026,0.0079011553048553,0.643850023002866,0.0445436968674582,0.628240771262348,0.0517536782721277,-0.240154980785751,0.503925524616504,-0.185465210849171,0.607964377111921,0.0348060504762684,0.923953936070694,0.396337757647625,0.256845067044241,-0.0624775447053433,0.863862604855478,-0.21540582637707,0.550061338566343,0.312965546184349,0.378594993003872,-0.0961889269613445,0.791522747397664,-0.140458247086109,0.698737804457787
"XM_022462114.1","LOC111121024","XM_022462114.1","blue","crg:105340424"," S-adenosylmethionine synthase-like",411,"GO:0006520;GO:0006790;GO:0009058;GO:0016765;GO:0043167;GO:0051186",0.665271500683442,0.0357911427209078,-0.736436862034766,0.0151400141467394,0.517206149940633,0.125778725712288,0.505220197234259,0.136346050567515,-0.448496187621114,0.193582114797737,-0.172222164078479,0.634240729535888,0.297438519158752,0.403924585792537,0.158991076279972,0.660866049755088,-0.272478121286761,0.446270661253229,0.00783100208548278,0.982870733409087,0.200206634174534,0.57918414014591,0.0823576300124998,0.821059686675323,-0.0663818005699809,0.855427996251585
"XM_022460006.1","LOC111119632","XM_022460006.1","blue","crg:105324661"," trichohyalin-like",317,"GO:0007010",0.663900931791983,0.0363129514289289,-0.893504819958269,0.000493956331649707,0.715322697024097,0.0200347593668507,0.396397192339029,0.256767208703471,0.08424381300514,0.817018961867595,-0.178487096321045,0.621762038171724,-0.24006372316967,0.504092576134892,0.531319735257661,0.11400588070655,0.0557418366047582,0.878442898075788,-0.449191088146687,0.192808081343748,0.417184835848043,0.23033985881635,-0.192802259482942,0.593576255666999,-0.123136827804873,0.734685412949995
"XM_022490077.1","LOC111138214","XM_022490077.1","blue","crg:105317657"," venom protein 164-like",112,"",0.663732939234798,0.0363772619800209,-0.690231914078206,0.0271562945108921,0.935390297011106,7.04843992436387e-05,0.451369593572903,0.190393252223228,0.0118745940880898,0.974027987848006,-0.764649312114808,0.00999109420967773,0.152195492155405,0.674677532026627,0.565296311138116,0.0885753282458909,0.0313341157981187,0.931523879782722,-0.721654401654566,0.0184664698603884,0.22357663348505,0.534648722780735,-0.471163974246979,0.169267890291119,0.540341789969869,0.106855646911446
"XM_022467410.1","LOC111124501","XM_022467410.1","blue","crg:105348751;crg:105348748"," alpha-amylase-like",703,"GO:0005975;GO:0043167",0.663706623616602,0.0363873430387046,-0.685218579031783,0.0287617714184564,0.890503483825774,0.000549973338084891,0.471236029671778,0.169193673148529,-0.254196677501802,0.478503244221305,-0.814518821714578,0.00411234987352975,0.420817721260957,0.225886646575692,0.236673311905995,0.510315347004699,-0.290913294315248,0.414804106613572,-0.583144438911475,0.076817100423366,-0.0926144027103416,0.799134804571369,-0.619262599457027,0.0562322617453202,0.591411412518269,0.0717327068506284
"XM_022438501.1","LOC111104509","XM_022438501.1","blue","crg:105319672"," complement C1q tumor necrosis factor-related protein 3-like",202,"GO:0003674",0.663566601881304,0.0364410147059174,-0.714681097494473,0.0201986416896466,0.966484343081689,5.30144302278285e-06,0.481500539916868,0.158819563799929,0.0279535534022515,0.938899360963302,-0.788770810116012,0.00669030412852367,0.180397068763493,0.617974714807629,0.663285936723903,0.0365487574203618,0.0352386827689445,0.923011031109384,-0.7387098182785,0.0146686060156313,0.28573122782015,0.423541315001073,-0.421924276719815,0.224540029351404,0.575475376272649,0.0817373721354907
"XM_022463367.1",NA,NA,"blue",NA,NA,NA,NA,0.663501440020127,0.036466010105238,-0.810481780764527,0.00445899288643578,0.892928142611894,0.000504379436490269,0.281620504164199,0.430532647001195,0.0374623614705536,0.918165996917072,-0.669670637950387,0.0341506013197797,0.0881029344727985,0.808763833881842,0.372143411315915,0.289617370921359,-0.24203196883905,0.500494786229278,-0.727189024787027,0.0171671219073499,-0.0820649085605984,0.821687119046642,-0.758225190167076,0.0110339384378376,0.432684025694714,0.211685083386946
"XM_022444355.1","LOC111108454","XM_022444355.1","blue","crg:105342522"," transforming growth factor-beta-induced protein ig-h3-like",311,"",0.663305876789222,0.0365410956632012,-0.646322301296591,0.0434672756078559,0.889113920297908,0.000577422949548439,0.560950439059312,0.0916028256057465,-0.304749766540454,0.391898676908632,-0.851384522013153,0.00177665437412789,0.505068906456434,0.136482801475789,0.468645963744786,0.17187365195664,-0.223671124436791,0.534471508538033,-0.523709452345172,0.120264447465747,-0.134979315070725,0.71005379226546,-0.551756468851171,0.0982234311224414,0.655822307156571,0.0394934428224369
"XM_022433377.1","LOC111101087","XM_022433377.1","blue","crg:105325078"," peptidoglycan-recognition protein SC2-like",236,"GO:0002376;GO:0005618;GO:0006950;GO:0009056;GO:0009058;GO:0016810;GO:0043167;GO:0071554",0.661772445778907,0.0371334738648546,-0.715828104450495,0.0199063133153991,0.966075056970872,5.56241893279206e-06,0.491434401241614,0.149153723176194,-0.0520832115706968,0.886376530944155,-0.814576619383372,0.00410753194780154,0.242757840105558,0.499170703054712,0.571653466478896,0.0842634378458044,-0.10604800690916,0.770611316956207,-0.720366888681025,0.0187782256243213,0.0596624720181803,0.869951921762084,-0.598397088978016,0.0676113217039778,0.580261026118486,0.078643879324105
"XR_002635072.1",NA,NA,"blue",NA,NA,NA,NA,0.661227825367186,0.0373454166988359,-0.538109948550174,0.108597386445853,0.754781933655045,0.0116232642731101,0.466907372375149,0.173686691597465,-0.285278058621169,0.424309432415774,-0.744078405763564,0.0135959968254751,0.464393383050035,0.176328365818383,0.21429991853324,0.552160718689308,-0.137599872242595,0.704634874716243,-0.446464487650796,0.195855582920548,0.152442095817848,0.674174769179691,-0.292332957414905,0.412425438963006,0.58656381780347,0.0746866696440636
"XM_022475073.1","LOC111129023","XM_022475073.1","blue","crg:105328003"," calmodulin-like",161,"GO:0043167",0.661192611569568,0.0373591484402397,-0.651991270493086,0.0410651883574397,0.508375662031303,0.133513017296048,0.35549494093108,0.313403347203916,0.0318623893976043,0.930371739329549,-0.108635617203885,0.76514434424889,-0.232147469202133,0.518671617880147,0.249330685805772,0.487249069911491,0.133688540187046,0.71272724403244,-0.340200631862562,0.336124711637717,0.412620979625581,0.236004120289579,-0.177746015871065,0.623233702755332,-0.149620797905344,0.679933576997047
"XM_022461188.1","LOC111120469","XM_022461188.1","blue","crg:105336051"," cocaine esterase-like",573,"",0.661174974368879,0.0373660274084661,-0.75469865379302,0.011637785563959,0.561345504777843,0.0913249157396344,0.602575325718479,0.065221882598417,-0.232843049095501,0.517383682685353,-0.0753269385120239,0.83615411607772,-0.01969559514085,0.956932594777264,0.393398909300646,0.260711177277236,-0.0345776151382064,0.924451836326735,-0.136437988090107,0.707036015616867,0.343010771764379,0.331888199889142,-0.0136662185446705,0.970110729635954,-0.243250887098844,0.498272169203343
"XM_022439939.1","LOC111105578","XM_022439939.1","blue","crg:105319431"," serine protease inhibitor Cvsi-2-like",79,"",0.661038424053306,0.0374193145369909,-0.620715952637218,0.0554905353031867,0.730020706229892,0.0165275456019948,0.261065577614953,0.466275384974354,-0.044998827085565,0.901764144056448,-0.469274447619497,0.171221042291902,0.104579825557412,0.773717281543261,0.0956927994320295,0.792578332474451,-0.373119044959268,0.288254467429425,-0.524012395080881,0.120011316028641,0.264164187015615,0.460805100340116,-0.311805881405266,0.380459223435574,0.192649523860734,0.59387450083057
"XM_022430598.1",NA,NA,"blue",NA,NA,NA,NA,0.660398664423609,0.0376696564307094,-0.511079041506454,0.131114935059307,0.559202423562964,0.092838952504799,0.626157209942524,0.0527711183099996,-0.473652430020966,0.16671602992228,-0.373775301980693,0.287339657297431,0.356079110801218,0.312551915104185,-0.0310112358741276,0.932228122587988,-0.195892274684902,0.587554220548692,-0.135898505764421,0.708151698288686,0.204582955316355,0.570739898578589,-0.111516325002907,0.759069106075813,0.0993277402584071,0.784851587143065
"XM_022439204.1","LOC111105028","XM_022439204.1","blue","crg:105332329"," uncharacterized",538,"GO:0043167",0.659977572687433,0.0378350476448222,-0.895459808751933,0.00045979215738491,0.952858652531691,2.04081503794229e-05,0.375562857157201,0.284855771747074,0.073330302881906,0.840449761226479,-0.616716767325511,0.0575472807218578,0.0013889294637911,0.996961722659178,0.471864342131994,0.168547334353682,-0.0476710725731812,0.89595618641383,-0.730422660880213,0.0164381221100422,0.243158290096711,0.498440866557512,-0.508007131141429,0.133842005031389,0.350353758500321,0.32094897494825
