"","geneSymbol","TranscriptID","moduleColor","KEGG_ID","Protein_name","gene_length","GO.terms","GS.HHH","p.GS.HHH","MM.yellow","p.MM.yellow","MM.blue","p.MM.blue","MM.black","p.MM.black","MM.brown","p.MM.brown","MM.pink","p.MM.pink","MM.turquoise","p.MM.turquoise","MM.green","p.MM.green","MM.red","p.MM.red"
"XM_022458248.1","LOC111118678","XM_022458248.1","brown","crg:105323136"," microtubule-actin cross-linking factor 1, isoforms 1/2/3/5-like",10263,"GO:0005856;GO:0007010;GO:0008092",0.193488282902205,0.388268853516018,0.468026802703308,0.0280439800513329,0.199859537276473,0.372526925212996,-0.575322293695753,0.00508883537748323,0.646029858067722,0.00116251329611551,-0.325718763669408,0.139069151538312,-0.326608049799828,0.13793038393774,0.311811655772827,0.157754487934272,0.493511269533902,0.0195915412300011
"XM_022433392.1","LOC111101095","XM_022433392.1","brown","crg:105333774"," translocation protein SEC63 homolog",775,"GO:0006605;GO:0055085",0.193377900257039,0.388544832308972,0.63765127940339,0.00141097655164554,0.0462597416426788,0.838024590894098,-0.442130338234387,0.0393712865302853,0.412503244779396,0.0564136579067452,-0.193064908944821,0.38932797252946,-0.147105836787467,0.513575530748305,0.324621192320546,0.140483823151839,0.594818013671019,0.00350192065462785
"XM_022458875.1","LOC111119063","XM_022458875.1","brown","crg:105333667"," glutenin, high molecular weight subunit DX5-like",473,"GO:0016491;GO:0043167",-0.192606038572674,0.390477719150951,-0.171585151482252,0.44515523939803,-0.117400894887662,0.602839704864597,0.0610926268411727,0.787102276941786,0.349401825223094,0.110961674137736,-0.468984922399315,0.0276810547798614,0.0989886969345727,0.661186727277251,-0.0371545291067397,0.869610069749872,0.132611459829613,0.556328679205063
"XM_022474343.1","LOC111128605","XM_022474343.1","brown","crg:105318344"," uncharacterized",846,"",0.191966240110293,0.392083972511059,0.00224445816355158,0.992090781295432,0.56443938635089,0.00620893132310078,-0.573857567805415,0.00522897769378215,0.680143366209515,0.000496301956834154,-0.455477809568587,0.0331556006631957,-0.656757679950956,0.000899538231170078,-0.00528810774710001,0.981366583311335,-0.0820757528604451,0.71652157256334
"XM_022472668.1","LOC111127478","XM_022472668.1","brown","crg:105335872"," transmembrane protein 232-like",896,"",0.191406043764793,0.393493410865533,0.409284873502016,0.0585608167551771,0.120554277622885,0.593065579818064,-0.395524653531658,0.068453917176234,0.64319151993125,0.00124213776952792,-0.320297423762444,0.146156084128011,-0.098241999638792,0.663596496458702,0.315066604922804,0.15323200779496,-0.0324287708204993,0.886082545230807
"XM_022486263.1","LOC111135850","XM_022486263.1","brown","crg:105336162"," ATP-dependent RNA helicase A-like",1266,"GO:0004386;GO:0043167",0.190545727283119,0.395663445632429,-0.00646505209585582,0.977220394015693,0.114889810438392,0.610670444270101,-0.196030307480858,0.381943820221162,0.655898610315475,0.000918534785326158,-0.407809066892006,0.0595660904416628,-0.217099182977078,0.331803652534633,0.145162143624157,0.519215562968147,-0.0756256276712149,0.738010111087153
"XM_022481756.1","LOC111133396","XM_022481756.1","brown","crg:105333121"," uncharacterized",653,"",-0.189534657676548,0.398222240275272,-0.0260790755859105,0.908286080410299,-0.253095301792591,0.255767174361905,-0.314344950230379,0.154226746446092,0.545236058182924,0.00868234089603849,-0.367829294298585,0.0921424347507485,0.0970586903856691,0.66742189227264,0.25708994821756,0.248084541574553,-0.0669458071096268,0.76722496281185
"XM_022460530.1","LOC111119946","XM_022460530.1","brown","crg:105327708"," WD repeat-containing protein 78-like",840,"GO:0003674",0.189034944825911,0.399490291420411,-0.0175929527429656,0.938060995079694,0.224924873765851,0.314232355363473,-0.32313431272389,0.142416517307156,0.755595782807744,4.77761138553059e-05,-0.465442961306401,0.0290415819513465,-0.362340520498668,0.0974806778246551,0.174859294268716,0.436384300014369,-0.108809607993719,0.629801101627477
"XM_022483150.1","LOC111134260","XM_022483150.1","brown","crg:105339316"," spermine oxidase-like",487,"GO:0016491",0.188670464674627,0.400416593137026,0.313144303001043,0.155891748762336,0.12499091082501,0.579428757121209,-0.609900199726314,0.00258000062874122,0.689550007703758,0.000384894062254228,-0.177315809812186,0.429864509834536,-0.175265820496034,0.435301731949701,0.0475815625778406,0.833458062699954,0.121425938497357,0.590375681403077
"XM_022483237.1","LOC111134319","XM_022483237.1","brown","crg:105336245"," T-box transcription factor TBX2-like",643,"GO:0003700;GO:0005634;GO:0009058;GO:0032991;GO:0034641",-0.188479707021083,0.400901865153085,0.125379588801886,0.578240584130469,0.0231144397987704,0.918676466668744,-0.271875453049012,0.220955627498094,0.163396670403614,0.467491080796002,-0.271292277071487,0.221986842883618,0.036198742018843,0.872937646954868,0.164604935926269,0.464159709757702,-0.165075845303762,0.462864652215425
"XM_022454548.1","LOC111115715","XM_022454548.1","brown","crg:105328686"," cilia- and flagella-associated protein 221-like",899,"GO:0005929;GO:0022607",0.188054734585689,0.401984131558785,0.510565591910425,0.0151828390274641,0.0995523098461947,0.659369956577032,-0.514316708940566,0.0143305866867471,0.752054754861038,5.42836391172209e-05,-0.373515468160473,0.0868438271833898,-0.183030875181933,0.414900248967042,0.364614494773702,0.0952420981240621,0.321181757483495,0.144983007053925
"XM_022457685.1","LOC111118302","XM_022457685.1","brown","crg:105332198"," uncharacterized",1959,"GO:0003674;GO:0007010",0.187771563192016,0.402706173648256,0.229995537025689,0.303154726529779,0.204561695224901,0.36114691206556,-0.706738243303642,0.000235995898687734,0.722989943363486,0.00014390405383076,-0.181612002001232,0.418588627536647,-0.375169693728331,0.0853458353723396,0.224499492654215,0.315172684305686,0.055444499601254,0.806405503972805
"XM_022484411.1","LOC111134888","XM_022484411.1","brown","crg:105330782"," dynein heavy chain 10, axonemal-like",4707,"GO:0005856;GO:0008150;GO:0032991;GO:0043167",0.187505859535523,0.403384327509589,0.27381731782161,0.217544739605471,0.332914292168187,0.130044648288163,-0.872920298135873,1.16144637436407e-07,0.8103537492011,4.83709217622217e-06,-0.310725639406305,0.159283951321466,-0.589343366629034,0.00389852145848834,0.373683591608113,0.0866906948802485,0.0127613288450471,0.95505179135386
"XM_022442698.1","LOC111107482","XM_022442698.1","brown","crg:105341443"," cold shock domain-containing protein 3-like",179,"GO:0043167",-0.18708799260431,0.404452122366984,-0.0169262597172599,0.940404089902245,-0.332331501849351,0.130759553142476,-0.0309692082934171,0.891179621909583,0.457966823112825,0.0320874024435179,-0.366198330889652,0.0937055052558119,0.217801777040258,0.330202615838299,0.138201484006572,0.539652169472167,0.112341937297414,0.618658133963972
"XM_022432658.1","LOC111100602","XM_022432658.1","brown","crg:105328508"," WD repeat-containing protein 34-like",514,"GO:0003674",-0.184505169375566,0.41108665590733,-0.18333729391918,0.41410604412226,-0.227644349123799,0.30826109466489,-0.127055070208125,0.573130850585393,0.53260393938524,0.0107139589333488,-0.399221641659758,0.0656797340874202,0.0741954200639521,0.742801171037354,0.205370371780367,0.359210276891228,-0.134706233232037,0.550052337349098
"XM_022434982.1","LOC111102276","XM_022434982.1","brown","crg:105338353"," DAZ-associated protein 2-like",153,"",0.182451685999542,0.416403712453984,-0.119578083939826,0.596084194160117,0.563880544927155,0.0062715628161316,-0.363734207056919,0.0961041333305556,0.441315472555792,0.0397783854083633,-0.198378940961556,0.376152168300881,-0.509591499132424,0.015410749798976,-0.243463167387455,0.274912706889965,-0.0828254577995387,0.71403697126707
"XM_022474958.1","LOC111128977","XM_022474958.1","brown","crg:105347042"," retinitis pigmentosa 1-like 1 protein",1096,"",0.18234172663443,0.41668948035693,-0.0190973745271759,0.932775546461753,0.627417790586044,0.0017743156365929,-0.562218532175526,0.00646093489886415,0.693930131207855,0.000340845137326199,-0.406668806190478,0.0603517990319115,-0.692666664473934,0.000353081494614414,0.177992522012236,0.428077680842097,-0.194257498793539,0.386348720303044
"XM_022459323.1","LOC111119297","XM_022459323.1","brown","crg:109620518"," uncharacterized",800,"",0.182320230008016,0.416745359335605,-0.0385422101311113,0.864782656065534,0.669326661900337,0.000657603744922045,-0.37856531913038,0.0823313820253673,0.559352047378992,0.00679867559224226,-0.489202598007347,0.0208544069593877,-0.575099894358464,0.00510991047722184,0.131084962171396,0.560922551325381,-0.244659939913138,0.272486124875347
"XM_022476504.1","LOC111129950","XM_022476504.1","brown","crg:105346768"," SURP and G-patch domain-containing protein 1-like",1013,"GO:0003723;GO:0034641",0.181678774251656,0.418414654103774,0.130568073738214,0.562481915136074,0.174466153084119,0.437432584066263,-0.597507313940838,0.00331984618133905,0.863152299671019,2.33472985484123e-07,-0.598005427660577,0.00328700976746605,-0.419724222642052,0.0518162770994274,0.489527880735101,0.0207568419434672,-0.0744852735380268,0.741829439936964
"XM_022476769.1","LOC111130079","XM_022476769.1","brown","crg:105322152"," protein phosphatase 1 regulatory subunit 14C-like",143,"GO:0005737;GO:0008150",-0.18147281095104,0.418951412605267,-0.126020711124926,0.576283012864215,0.117683411251307,0.60196130316939,0.000580719436548785,0.997953581015171,0.124600533909512,0.580623186599837,-0.249239724186159,0.263325397546163,-0.0222188893398445,0.921817769036802,-0.0963436659589773,0.669737298268186,-0.04139547986025,0.854871603507387
"XM_022484239.1","LOC111134817","XM_022484239.1","brown","crg:105334523"," E3 ubiquitin-protein ligase TRIP12-like",1957,"GO:0043167",0.181352830689693,0.419264263928635,0.348025755107549,0.112471389853634,0.0207565648164708,0.926949531867217,-0.405968511136105,0.0608382559176934,0.714127798206792,0.000189233991725647,-0.261272095285032,0.240202634967797,-0.145709961160605,0.517622975715768,0.160001099704211,0.476918259895079,0.521415292095467,0.012824256799226
"XM_022467174.1","LOC111124322","XM_022467174.1","brown","crg:105321000"," uncharacterized",499,"",-0.181339355523883,0.419299408653231,0.0802526952037909,0.722574899496989,-0.104639559453722,0.643056400427607,-0.253283746706377,0.255401362765113,0.284498178179775,0.199409298331191,-0.276349106709929,0.213150365877152,0.0141173064067619,0.950281174769467,0.171034425804737,0.446639601102538,-0.00893196229282084,0.968531823457393
"XM_022447408.1","LOC111110793","XM_022447408.1","brown","crg:105345128"," WAS/WASL-interacting protein family member 1-like",523,"GO:0008092",0.181080870372497,0.419973875896638,0.0159492101735216,0.943838788663543,0.0872698937744031,0.699365788278671,-0.308934584911749,0.161828888335366,0.750785527661428,5.67972514424455e-05,-0.33041917161768,0.133125140141109,-0.206220279287726,0.35718140539752,0.0878933126225507,0.69731598858495,0.109747364836433,0.626835167976316
"XM_022470244.1","LOC111125951","XM_022470244.1","brown","crg:105322791"," protein disulfide-isomerase A5-like",762,"GO:0016853;GO:0042592",-0.179985645714217,0.422838170543236,-0.0629871747035523,0.780653759330657,0.185672707649626,0.408080233652655,-0.255365535495334,0.25138250002934,0.548770690336266,0.00817455250107597,-0.661607708322973,0.00079845745701201,-0.191777001033678,0.392559776397661,0.2580998404913,0.246166141550894,-0.167322474084868,0.456711828063289
"XM_022441657.1","LOC111106830","XM_022441657.1","brown","crg:105335452"," trichohyalin-like",1389,"GO:0005815;GO:0008092;GO:0030154;GO:0032991;GO:0048856",-0.178786672701281,0.425985857938554,0.234079597919186,0.294409004619677,-0.266409390008019,0.230745880754025,-0.360011616347023,0.0998132894369468,0.510596245406577,0.0151757116021046,-0.388551956386023,0.0739267441853791,0.0860642601772982,0.703335638824417,0.405376496237217,0.0612518281003186,0.309009634581959,0.161721684296849
"XM_022457683.1","LOC111118300","XM_022457683.1","brown","crg:105347397"," histone acetyltransferase KAT6B-like",2052,"GO:0003677;GO:0005654;GO:0005694;GO:0006464;GO:0009058;GO:0016746;GO:0032991;GO:0034641;GO:0043167;GO:0051276;GO:0065003",0.178779090263613,0.426005804305729,0.232214780168567,0.298382816575365,0.258159605592008,0.246052912768972,-0.716410371548009,0.000176516247285974,0.835402382532063,1.31055963248793e-06,-0.666943445174483,0.000698620874037139,-0.51532076407284,0.0141091902999493,0.654944098325676,0.000940042188962591,-0.204120488136893,0.362206065799364
"XM_022469902.1","LOC111125773","XM_022469902.1","brown","crg:105340498"," protein tyrosine phosphatase type IVA 2-like",173,"GO:0006464;GO:0016791",0.178674075112651,0.426282108951552,-0.015444300382418,0.945614119021839,0.221668072328092,0.321475086092077,0.0960886130121575,0.670563918292996,0.276926455335829,0.212156612902898,-0.0496553270752915,0.826304264312329,-0.119195591248528,0.597268707764933,-0.171448354549151,0.44552370343017,0.0717134177325056,0.751137411270283
"XM_022462625.1","LOC111121368","XM_022462625.1","brown","crg:105343268"," testis-expressed protein 33-like",456,"",-0.177294982222532,0.429919567487771,0.550208438740249,0.0079751370353442,-0.00985090214394381,0.965296105267917,-0.46606853260698,0.0287975092594116,0.329569689419722,0.134185705124356,-0.348417909464995,0.112039635993878,-0.0101255843656165,0.964329010142232,0.554672524870662,0.00738137924876193,-0.0691101487869828,0.759909823895281
"XM_022459168.1","LOC111119215","XM_022459168.1","brown","crg:105340615"," dual specificity protein phosphatase CDC14A-like",555,"GO:0006464;GO:0006520;GO:0016791",-0.176027597056137,0.43327699774189,0.034897285938927,0.877471999415862,-0.145064240848723,0.519500426552465,-0.411697701736681,0.0569453207944282,0.409485089513772,0.0584254429599475,-0.135312937500948,0.548240567552437,0.00890545444752457,0.968625168689742,0.217572605083763,0.330724333706675,-0.0250353422212333,0.911942567108738
"XM_022486435.1","LOC111135945","XM_022486435.1","brown","crg:105326210"," atrophin-1-like",987,"GO:0003674",0.175691352301186,0.434170085982656,0.0454140901952509,0.840948736550356,0.244046449065462,0.273728347353424,-0.585059126821025,0.00423449375267164,0.94402015794049,4.32474498669882e-11,-0.703198924145735,0.000261719410968703,-0.447340585943623,0.0368448179474555,0.361737153411718,0.098081110105552,-0.145581936340337,0.517994953982329
"XR_002638121.1","LOC111123910","XR_002638121.1","brown","crg:105330622"," tetratricopeptide repeat protein 25-like",688,"GO:0003674",0.174961986053898,0.436110699602768,0.543702256119031,0.00891062593476306,-0.0526126148785364,0.816125707064627,-0.53429185312437,0.0104218744915854,0.429637951610998,0.0459818140320298,-0.397823942140723,0.0667183201523034,-0.0924316061171483,0.682456255474313,0.602008954067085,0.00303285184348287,0.139897499604147,0.534638625208913
"XM_022484767.1","LOC111135061","XM_022484767.1","brown","crg:105325621"," hsp70-Hsp90 organizing protein 1-like",641,"GO:0043167",-0.174278391310292,0.437933709371376,0.228966406966837,0.305383395033895,-0.235380542829535,0.291656249601918,-0.35188614693928,0.108273526456849,0.477372834348028,0.0246607052255771,-0.49426312506296,0.0193776218142279,-0.010508124134859,0.962982253492989,0.51346479853119,0.0145206419260813,0.39604315611853,0.0680595742552417
"XM_022485433.1","LOC111135402","XM_022485433.1","brown","crg:105343553"," DNA polymerase delta subunit 3-like",431,"GO:0005634;GO:0009058",0.173295080265058,0.440563078940677,0.240282782507501,0.281427200826336,0.357516462243037,0.10235769541896,-0.575299977461079,0.00509094684548776,0.604881455369244,0.00286084753276292,-0.539161923570752,0.00961551753171559,-0.516103190373837,0.0139385989229933,0.421759772561192,0.0505740535962954,0.00486709237906475,0.982849872224019
"XM_022460050.1","LOC111119648","XM_022460050.1","brown","crg:105338532"," annexin A4-like",597,"GO:0008289;GO:0043167",0.173033923483203,0.441262811648149,-0.172978371515809,0.441411731022083,0.48682776375281,0.0215779287238389,-0.360081181285269,0.0997430244533483,0.671699698672584,0.000618827576159431,-0.51186583270799,0.014882888817006,-0.559665544128226,0.00676104096725199,0.0185809086218909,0.934589736282013,-0.220303277401628,0.324539871222347
"XM_022464726.1","LOC111122795","XM_022464726.1","brown","crg:105343954"," dynein beta chain, flagellar outer arm-like",5922,"GO:0005856;GO:0008150;GO:0032991;GO:0043167",0.172136269886845,0.44367242107605,0.040085706233011,0.859418670767529,0.198144344734055,0.37672841509841,-0.479165712303121,0.0240506289637903,0.907189961086957,5.80809304179224e-09,-0.530277074432545,0.0111275743067148,-0.375399292854773,0.0851394531005442,0.273450344506299,0.218186635927256,0.0434428881224914,0.847772684094558
"XM_022477697.1","LOC111130545","XM_022477697.1","brown","crg:105337870"," homeobox protein Meis1-like",490,"GO:0003677;GO:0009058;GO:0034641",0.171268738669008,0.446007744166719,0.147019573242595,0.51382521681587,0.0931058455879878,0.68025809644069,-0.539638318476916,0.00953947188706087,0.716365519301974,0.000176758837974207,-0.162353437179305,0.470377237322574,-0.2768599589323,0.212270911250598,0.250581800565311,0.260678522842462,-0.0130332748942579,0.95409490327782
"XM_022443863.1","LOC111108192","XM_022443863.1","brown","crg:105333434"," heterogeneous nuclear ribonucleoprotein A1, A2/B1 homolog",399,"GO:0003674",0.170392931635137,0.448371880847014,0.134588676292901,0.550403706045885,-0.00569591008472017,0.979929902156242,-0.292449872049812,0.186589054428175,0.724279763440447,0.000138163768400723,-0.617369508131116,0.00220520859530911,-0.0961553657224962,0.670347538880049,0.243112791278833,0.275625698513736,-0.0298505373051226,0.895089060265115
"XM_022484777.1","LOC111135070","XM_022484777.1","brown","crg:105337712"," M-phase inducer phosphatase-like",620,"GO:0005622;GO:0006464;GO:0006520;GO:0007049;GO:0016791",-0.170097240570658,0.449171543386578,0.0654231186465046,0.772382946812194,-0.370298567031754,0.0898128261728969,-0.157950174689286,0.482658413890767,0.517128584131327,0.0137175780353069,-0.366149162157966,0.0937529297900535,0.249441060612342,0.262927230375433,0.313162640046779,0.155866225584595,-0.00261802057623267,0.990774439545379
"XM_022479598.1","LOC111131857","XM_022479598.1","brown","crg:105344380"," TOG array regulator of axonemal microtubules protein 1-like",1707,"",0.170056024675323,0.449283066288785,0.172320375016996,0.44317765549974,0.334061477998752,0.128645586190733,-0.761191203880309,3.88763312606488e-05,0.971221381370141,6.24530796426388e-14,-0.56574908004299,0.00606417930460152,-0.555377943111707,0.00729098679586103,0.381601186369013,0.0797043505635926,-0.0851011389708322,0.706512333242593
"XM_022480620.1","LOC111132798","XM_022480620.1","brown","crg:105317077"," serine/threonine-protein kinase mig-15-like",1052,"GO:0006464;GO:0016301;GO:0043167",0.168596728303354,0.453240988544264,0.320015336476561,0.146531680869395,0.336774659394219,0.125379691022904,-0.806813563075494,5.7288721593615e-06,0.820801623856849,2.87476472980587e-06,-0.266396232103213,0.230769785332664,-0.426153438714825,0.0479712434191211,0.130197999555858,0.563599550404915,-0.140423416602505,0.533088394713289
"XM_022477023.1","LOC111130237","XM_022477023.1","brown","crg:105319620"," splicing factor 3B subunit 2-like",1064,"GO:0005634",0.167520765454941,0.456170814454013,0.0271650122832285,0.904483647233368,0.164279681220003,0.46505528476312,-0.46128997462346,0.0307038132815311,0.814227469582345,4.00338638524458e-06,-0.55927687079241,0.00680772611821527,-0.331812374928383,0.1313987264138,0.437169337269147,0.0419010124744335,-0.25968344916369,0.243177270479128
"XM_022458481.1","LOC111118833","XM_022458481.1","brown","crg:105318384"," regulator of G-protein signaling 22-like",1493,"",0.166753066818089,0.458267233338458,-0.0117470974175076,0.958621052903208,0.223389367109864,0.317634703017833,-0.521509007200332,0.0128052707207639,0.931365237696881,3.14769921477395e-10,-0.648173223250632,0.00110530182369066,-0.434569499182075,0.0432764273658217,0.312766999501628,0.156417563750462,-0.123047487689697,0.585385514597429
"XM_022433375.1","LOC111101086","XM_022433375.1","brown","crg:105320798"," trichohyalin-like",1128,"",0.16669826358862,0.45841707949136,0.45303425924888,0.0342313869794537,0.139338098194653,0.536289856417399,-0.507686933249227,0.015864383072476,0.743584961043455,7.30677967581499e-05,-0.48096200515073,0.0234515485824166,-0.267086869270369,0.229517265971684,0.457906271182844,0.0321130623682776,0.285284368306459,0.198115988954536
"XM_022446361.1","LOC111110034","XM_022446361.1","brown","crg:105340283"," IQ and ubiquitin-like domain-containing protein",858,"GO:0003674",0.166645697027766,0.458560833832553,-0.157274150653807,0.484558035932254,0.369168705883011,0.090873292066249,-0.494064378394719,0.0194339858208297,0.576199550200932,0.00500640888914018,-0.446571970866614,0.0372092966255467,-0.523828531057805,0.0123426051520542,0.020423036973931,0.928120387386567,-0.301760065322349,0.172306867998952
"XM_022450908.1","LOC111112993","XM_022450908.1","brown","crg:105347347"," tubulin alpha-1A chain",451,"GO:0003924;GO:0005198;GO:0005856;GO:0008150;GO:0043167",0.165895464319709,0.460615042459839,-0.249326786932492,0.263153173339673,0.418769454929153,0.0524069851487674,-0.310824596815132,0.159144160332134,0.786891793510682,1.39834769643634e-05,-0.568177541121789,0.00580318555753268,-0.499669162728545,0.0178942700975712,0.159165521265325,0.479252714010237,-0.296116975084187,0.180870429752152
"XM_022460959.1","LOC111120232","XM_022460959.1","brown","crg:105342068"," trichohyalin-like",481,"",0.165066495257758,0.462890347864873,0.050522298837879,0.823317405749389,0.565102298757049,0.00613530981785804,-0.55090442342776,0.00788005589289755,0.81787781557357,3.336331109844e-06,-0.63274985360888,0.00157621326702234,-0.579570996549306,0.00469990410282833,0.108052823026894,0.632198683238619,-0.16831205522817,0.454015192822649
"XM_022472938.1","LOC111127659","XM_022472938.1","brown","crg:105335872"," transmembrane protein 232-like",896,"",0.164829799836997,0.46354107486837,0.371195345082779,0.0889776893917607,0.0961076984716113,0.670502050057712,-0.380848674401789,0.0803495847386583,0.682523491588755,0.000465781856152861,-0.340185210217736,0.121359453434512,-0.129548069347619,0.565564745630682,0.265869882423718,0.231727360941541,0.315284637835723,0.152932355669313
"XM_022467910.1","LOC111124749","XM_022467910.1","brown","crg:105346274"," uncharacterized",1590,"GO:0005634;GO:0006464;GO:0006520;GO:0008168;GO:0009056;GO:0043167;GO:0051276",0.164503701073098,0.46443836062998,0.314696574988039,0.153741498273966,-0.0248827566303476,0.91247726254971,-0.741729668123593,7.78651556862029e-05,0.535224586771695,0.0102632915335407,-0.0108026890864144,0.961945284256291,-0.272656048633253,0.219580285705289,0.406357895075146,0.060567403758842,-0.000795918656090502,0.997195234913615
"XM_022462784.1","LOC111121483","XM_022462784.1","brown","crg:105346195"," uncharacterized",1400,"GO:0003674;GO:0005575;GO:0007165",0.164334105235878,0.464905368822204,0.208775024027722,0.35112301579795,0.0446104295635355,0.843729562196974,-0.583684825257482,0.00434725899620994,0.716739333895246,0.00017474578728766,-0.154873771623189,0.491333161686306,-0.134223655758379,0.551495373824137,-0.024985676147243,0.912116604569472,-0.0584876445564924,0.795990877756288
"XM_022474038.1","LOC111128435","XM_022474038.1","brown","crg:105317941"," uncharacterized",734,"GO:0003674;GO:0006399",0.163970516024786,0.465907379046676,0.626454057331343,0.00181227990737319,0.0962473464801213,0.670049423901878,-0.496454830562806,0.0187647471488411,0.405346578792715,0.0612727847894403,-0.21146673573485,0.34480528630918,-0.191199272941497,0.394014354843946,0.384031242156999,0.0776472308929114,0.565587000429013,0.00608193960779289
"XM_022451342.1","LOC111113246","XM_022451342.1","brown","crg:105318412"," leucine-rich repeat flightless-interacting protein 2-like",392,"GO:0009058;GO:0034641",-0.163963547451434,0.465926594439145,-0.12439738751839,0.58124517065851,0.236365552411172,0.289582656759314,-0.247685365911873,0.266412244756782,0.401767268801821,0.0638197896188424,-0.604303239716784,0.00289479504621288,-0.340924836133404,0.120500024731309,0.387859453813838,0.0744877709645581,-0.294231020300703,0.183796271876557
"XM_022485704.1","LOC111135550","XM_022485704.1","brown","crg:105318988"," RNA-binding protein 39-like",548,"GO:0003723;GO:0005634;GO:0006397",0.163563152002628,0.46703134084765,-0.0831446410149026,0.712980011279953,0.330566958107768,0.132941243992931,-0.448846863171801,0.0361386721646803,0.80554731091874,6.08125954238775e-06,-0.84873792490563,5.96897676794777e-07,-0.530848634582916,0.0110247847625422,0.424929117102144,0.0486858603278933,-0.173361805257922,0.440384392945842
"XM_022477258.1","LOC111130335","XM_022477258.1","brown","crg:105328499"," WD repeat-containing protein 64-like",1214,"GO:0003674",0.163226823668517,0.467960351991566,0.161169959765933,0.473662342959684,0.198308039402741,0.376326273290495,-0.591989010739901,0.00370241287878401,0.850356215015006,5.39828252679676e-07,-0.296957230419683,0.179577200971565,-0.369760897146237,0.0903163208930189,0.137957351858853,0.540375625231189,0.0348264086535718,0.877719048043893
"XM_022483660.1","LOC111134535","XM_022483660.1","brown","crg:105337090"," MAM and LDL-receptor class A domain-containing protein 1-like",586,"GO:0003674;GO:0005575",0.162779817542756,0.469196539293892,0.132890098446223,0.555491970067924,0.551949161679741,0.00773908782464192,-0.467687485800396,0.0281734123121166,0.523544684484511,0.0123984789840447,-0.518805680721252,0.0133622381303211,-0.577798648320298,0.00485901919933267,0.315019504024681,0.153296794670144,-0.271981744442809,0.220768017025307
"XM_022480857.1","LOC111132921","XM_022480857.1","brown","crg:105330139"," protein S-acyltransferase 18-like",586,"",0.161053971620345,0.473984928680646,0.471271880186714,0.0268298624349594,0.296069327318825,0.180943954548446,-0.592551739200437,0.00366178440830708,0.422004501806034,0.0504262672053782,-0.256893543945499,0.248458750501183,-0.374958596236589,0.0855359157727772,0.236350001851027,0.289615321675982,0.259677374287797,0.243188690912738
"XM_022461131.1","LOC111120417","XM_022461131.1","brown","crg:105336473"," kyphoscoliosis peptidase-like",647,"GO:0005576;GO:0007155;GO:0043167",0.160396494951295,0.475815603561218,0.160609881403346,0.475221059604992,-0.00206283470361285,0.992730784927148,-0.247390226106433,0.267000955610885,0.554940709500318,0.00734690550481565,-0.181191352043739,0.419685523297699,-0.109273161832601,0.628334283341065,0.148989726791147,0.508137267414798,0.0849723802998821,0.70693738126054
"XM_022484049.1","LOC111134726","XM_022484049.1","brown","crg:105321845"," tyrosine-protein phosphatase non-receptor type 11-like",614,"GO:0006464;GO:0006520;GO:0016791",0.159570455822095,0.478120682535777,0.10908310439471,0.628935516615025,0.402212841747281,0.063498403095818,-0.774402778801454,2.33624175997658e-05,0.913561449449149,2.93037997531353e-09,-0.654925001041114,0.000940476840238913,-0.625415979636126,0.00185393959464267,0.391434182520241,0.0716258889764588,-0.220246598705841,0.324667527198283
"XM_022466084.1","LOC111123630","XM_022466084.1","brown","crg:105345158"," protein CASC3-like",1078,"GO:0003723;GO:0005634;GO:0006397;GO:0032991",0.159413627311099,0.478558950842986,-0.167223123014402,0.456983020285869,0.393191435455968,0.0702498926013341,-0.520311531762554,0.0130496039371738,0.807783212663748,5.47129592942827e-06,-0.671057126208499,0.000629128866212639,-0.59895588092677,0.00322511017754333,0.412012684915627,0.0567369744506801,-0.319205385648246,0.147613907352407
"XM_022477624.1","LOC111130492","XM_022477624.1","brown","crg:105340839"," hepatocyte nuclear factor 3-beta-like",422,"GO:0003677;GO:0003700;GO:0005622;GO:0008134;GO:0009058;GO:0032991;GO:0034641",-0.159369497333943,0.478682311666215,0.120849988263572,0.592152452097573,0.00127787763092592,0.995496856632765,-0.523910639558412,0.012326480873137,0.715847223678559,0.00017958311741644,-0.604420627975857,0.00288787582638435,-0.0874196020949438,0.69887336255512,0.333917594048377,0.12882046704822,-0.139805678426362,0.534909498880241
"XM_022460763.1","LOC111120091","XM_022460763.1","brown","crg:105341029"," transmembrane protein 184B-like",462,"",0.159164013979501,0.479256930285045,0.11249568311379,0.618174942050822,0.309085249445819,0.161613722936622,-0.653145654402926,0.000981733851266008,0.762455537640668,3.70788259297899e-05,-0.481751371119071,0.0231920924959756,-0.457439173348579,0.032311548450744,0.201743781930766,0.367942359459722,-0.0813189605404507,0.719032473668189
"XM_022450252.1","LOC111112625","XM_022450252.1","brown","crg:105337344"," guanine nucleotide-binding protein G(q) subunit alpha",353,"GO:0003924;GO:0007165",0.157705011421919,0.483346888855983,0.199341654670101,0.373792683539333,0.360035416461236,0.0997892457215668,-0.677161930748893,0.000536940869685259,0.855883775180116,3.79546547478818e-07,-0.594160319679366,0.00354770009724086,-0.473336848252168,0.0260793147068496,0.244219229150144,0.273378134246405,-0.00178810353950543,0.99369888899331
