"","geneSymbol","TranscriptID","GO.terms","Protein_name","KEGG_ID","moduleColor","MM.p","MM.cor"
"369","LOC111135769","XM_022486103.1","GO:0043167"," uncharacterized","crg:105323679","blue",0.000163081969115733,0.718981623406487
"370","LOC111136880","XM_022488030.1",""," uncharacterized","crg:105321859","blue",0.000172368559710666,0.717185602700118
"371","LOC111124282","XM_022467136.1","GO:0003674"," complement C1q-like protein 4","crg:105327216","blue",0.000172441854791287,0.717171763928711
"372","LOC111133529","XM_022482009.1","GO:0008233"," lysosomal aspartic protease-like","crg:105337691","blue",0.000176136882819828,0.716480618720249
"373","LOC111102414","XM_022435122.1","GO:0005739;GO:0009058;GO:0022857;GO:0032991;GO:0034641;GO:0044281"," ATP synthase F(0) complex subunit B1, mitochondrial-like","crg:105324755","blue",0.000186685011764273,0.714574425134479
"374","LOC111119923","XM_022460500.1","GO:0003674;GO:0006810"," uncharacterized","crg:105333749","blue",0.000193118784890976,0.713457017872404
"375","LOC111123835","XM_022466461.1","GO:0005575;GO:0022857"," sodium bicarbonate cotransporter 3-like","crg:105338672","blue",0.000198600253458447,0.71253011722725
"376","LOC111137486","XM_022488951.1","GO:0003924;GO:0005198;GO:0005856;GO:0008150;GO:0043167"," tubulin beta chain","crg:105343071","blue",0.000198855775366558,0.712487451121718
"377","LOC111134356","XM_022483345.1",""," glycine-rich cell wall structural protein-like","crg:105348243","blue",0.000210672743965281,0.710564241912924
"378","LOC111114799","XM_022453278.1","GO:0022857;GO:0032991"," V-type proton ATPase subunit C 1-like","crg:105319124","blue",0.000217349755430861,0.709518418960056
"379","LOC111124591","XM_022467573.1","GO:0030234"," kunitz-type protease inhibitor 1-like","crg:105325226","blue",0.000220797576157626,0.708989209015107
"380","LOC111119920","XM_022460498.1","GO:0008233"," suppressor of tumorigenicity 14 protein homolog","crg:105335512","blue",0.00023355164802351,0.707091642761666
"381","LOC111129889","XM_022476404.1","GO:0008233"," carboxypeptidase Q-like","crg:105341761","blue",0.000247828321656988,0.705070877120593
"382","LOC111105878","XM_022440334.1","GO:0003674;GO:0005576;GO:0008150"," uncharacterized","crg:109618571","blue",0.000258132685878729,0.703673902209067
"383","LOC111136303","XM_022487059.1","GO:0008233"," uncharacterized","crg:105331752","blue",0.000264506837235223,0.702833656984588
"384","LOC111135121","XM_022484877.1","GO:0003674"," glutathione S-transferase A-like","crg:105341363","blue",0.000277348193411398,0.701192625510452
"385","LOC111132858","XM_022480758.1",""," UPF0764 protein C16orf89 homolog","crg:105338493","blue",0.00028779688720783,0.699905022678727
"386","LOC111122518","XM_022464300.1",""," serine protease inhibitor Cvsi-1-like","crg:105327526","blue",0.000290874260215491,0.699533480523896
"387","LOC111123932","XM_022466660.1","GO:0043167"," calmodulin-like protein 5","crg:105340955","blue",0.000306483347109542,0.697699540285013
"388","LOC111133387","XM_022481744.1",""," galactose-specific lectin nattectin-like","crg:105322861","blue",0.000334725719334376,0.694576704862963
"389","LOC111135869","XM_022486299.1","GO:0005622;GO:0008092"," coactosin-like protein","crg:105323441","blue",0.000335027735533283,0.694544556234198
"390","LOC111137219","XM_022488584.1","GO:0006810;GO:0042592;GO:0043167"," ferritin, lower subunit-like","crg:105336322","blue",0.000335945867635177,0.69444697709812
"391","LOC111125397","XM_022469162.1",""," protein dcd1A-like","crg:105331651","blue",0.000338234724412684,0.69420471327261
"392","LOC111135769","XM_022486104.1","GO:0043167"," uncharacterized","crg:105322486","blue",0.000349586150781301,0.693023681486636
"393","LOC111125919","XM_022470162.1",""," transforming growth factor-beta-induced protein ig-h3-like","crg:105329033","blue",0.000389880170009738,0.689081774697894
"394","LOC111129849","XM_022476334.1","GO:0008233;GO:0030234"," uncharacterized","crg:105333177","blue",0.000403770083005457,0.687804038728446
"395","LOC111101417","XM_022433901.1",""," uncharacterized","crg:105319224","blue",0.000412026141624698,0.687062361947896
"396","LOC111106096","XM_022440621.1",""," universal stress protein in QAH/OAS sulfhydrylase 3'region-like","crg:105326762","blue",0.000422815619912536,0.686112118090573
"397","LOC111126959","XM_022471915.1",""," apolipoprotein D-like","crg:105329032","blue",0.000423335854003897,0.686066829198919
"398","LOC111137339","XM_022488775.1",""," uncharacterized","crg:105337447","blue",0.000437891794736043,0.684818653844112
"399","LOC111127513","XM_022472722.1","GO:0016491;GO:0042592"," peroxiredoxin-6-like","crg:105343429","blue",0.000453467357685427,0.683521920225177
"400","LOC111130960","XM_022478267.1",""," expansin-YoaJ-like","crg:105338541","blue",0.000454019364840655,0.683476669299307
"401","LOC111112489","XM_022450003.1","GO:0009056;GO:0009058;GO:0016810;GO:0043167;GO:0071554"," peptidoglycan recognition protein-like","crg:105325082","blue",0.000462277713476264,0.682805268627277
"402","LOC111118117","XM_022457432.1",""," uncharacterized","crg:105342008","blue",0.000466917164867161,0.682432588898863
"403","LOC111130394","XM_022477432.1","GO:0008233"," neuroendocrine convertase 2-like","crg:105340113","blue",0.000472488282315776,0.681989248445658
"404","LOC111120390","XM_022461106.1","GO:0008289;GO:0043167"," annexin A4-like","crg:105335791","blue",0.000474779973917338,0.681808181189679
"405","LOC111124501","XM_022467410.1","GO:0005975;GO:0043167"," alpha-amylase-like","crg:105348751","blue",0.000508795018113975,0.679205196268597
"406","LOC111127947","XM_022473280.1","GO:0016746"," 3-ketoacyl-CoA thiolase, mitochondrial-like","crg:105319875","blue",0.000542590004801583,0.67676293812831
"407","LOC111107748","XM_022443092.1",""," golgin subfamily A member 6-like protein 22","crg:105323815","blue",0.000555165396898989,0.675887385365064
"408","LOC111104521","XM_022438523.1",""," serine protease inhibitor Cvsi-2-like","crg:105327527","blue",0.000580538901545019,0.674171331079931
"409","LOC111136767","XM_022487866.1","GO:0003674"," uncharacterized","crg:105322378","blue",0.00058189721472557,0.674081291480543
"410","LOC111114597","XM_022452973.1","GO:0005622;GO:0009058;GO:0016887;GO:0022857;GO:0032991;GO:0034641;GO:0043167;GO:0044281"," ATP synthase subunit beta, mitochondrial","crg:105319656","blue",0.000590661600848062,0.673504611666772
"411","LOC111119359","XM_022459436.1","GO:0003735;GO:0005840;GO:0006412;GO:0042254"," 40S ribosomal protein S24-like","crg:105340909","blue",0.00065867344876391,0.66926291366039
"412","LOC111125975","XM_022470292.1","GO:0004518;GO:0006259;GO:0034655"," deoxyribonuclease-2-alpha-like","crg:105327350","blue",0.000737758106795116,0.66477855480709
"413","LOC111125836","XM_022470009.1","GO:0005773;GO:0016887;GO:0022857;GO:0032991"," V-type proton ATPase subunit G-like","crg:105345691","blue",0.000761926234794069,0.663490252277678
"414","LOC111126505","XM_022471194.1","GO:0005575;GO:0030234;GO:0044281"," microsomal glutathione S-transferase 2-like","crg:105330981","blue",0.000781019162204168,0.662496956094074
"415","LOC111128063","XM_022473464.1","GO:0043167"," alpha-actinin-like","crg:105326760","blue",0.000786075898814159,0.662237360963372
"416","LOC111135191","XM_022485027.1",""," uncharacterized","crg:105339828","blue",0.000818358563824095,0.660612920128877
"417","LOC111109253","XM_022445339.1",""," uncharacterized","crg:105333446","blue",0.00083181042754835,0.659952147445296
"418","LOC111125479","XM_022469365.1","GO:0005576;GO:0005856;GO:0008092;GO:0008150;GO:0032991"," uncharacterized","crg:105338204","blue",0.000838867744235099,0.659609124866497
"419","LOC111137183","XM_022488524.1","GO:0003674;GO:0005737;GO:0016192;GO:0032991"," AP-1 complex subunit beta-1-like","crg:105331028","blue",0.000849122227140784,0.659115068712791
"420","LOC111124539","XM_022467480.1","GO:0030234"," kunitz-type U19-barytoxin-Tl1a-like","crg:105325226","blue",0.000893583916651238,0.657030134764188
"421","LOC111111173","XM_022447991.1",""," uncharacterized","crg:105340507","blue",0.000902115623952757,0.656640221752429
"422","LOC111124626","XM_022467660.1","GO:0003674"," complement C1q-like protein 4","crg:105319226","blue",0.000903213663363275,0.656590268323532
"423","LOC111107609","XM_022442885.1",""," putative universal stress protein SAS1637","crg:105349059","blue",0.000928643389029948,0.655447636265447
"424","LOC111126328","XM_022470874.1","GO:0003700;GO:0005622;GO:0009058;GO:0032991;GO:0034641"," uncharacterized","crg:105323139","blue",0.000941098156380622,0.654897715323433
"425","LOC111133254","XM_022481458.1","GO:0043167"," neo-calmodulin-like","crg:105340108","blue",0.000961320902318194,0.654017891768695
"426","LOC111127613","XM_022472869.1","GO:0005575"," mechanosensory protein 2-like","crg:105320776","blue",0.00102454336903325,0.651365508277903
"427","LOC111100330","XM_022432079.1",""," mucin-5AC-like","crg:105342303","blue",0.00104599392992404,0.650497253945622
"428","LOC111128769","XM_022474611.1",""," serine protease inhibitor Cvsi-2-like","crg:105331114","blue",0.00104930474010985,0.650364596288881
"429","LOC111115327","XM_022454013.1","GO:0005575"," uncharacterized","crg:105341499","blue",0.00106402586126352,0.649779032457975
"430","LOC111127585","XM_022472859.1",""," saxiphilin-like","crg:105325025","blue",0.00111351198572995,0.647859917492029
"431","LOC111126163","XM_022470603.1","GO:0003677;GO:0005634;GO:0005694;GO:0032991"," histone H2A-like","crg:105344354","blue",0.00112189434477034,0.647542062820038
"432","LOC111109444","XM_022445552.1",""," transforming growth factor-beta-induced protein ig-h3-like","crg:105322271","blue",0.00112261074577985,0.647514991134197
"433","LOC111119936","XM_022460517.1",""," uncharacterized","crg:105347065","blue",0.00114385069849134,0.646718970494689
"434","LOC111128901","XM_022474851.1","GO:0008233"," neuroendocrine convertase 1-like","crg:105344671","blue",0.00114415730067885,0.646707572227462
"435","LOC111112047","XM_022449347.1",""," uncharacterized","crg:105342907","blue",0.00120560609670594,0.644473929512314
"436","LOC111135958","XM_022486453.1","GO:0043167"," uncharacterized","crg:105323679","blue",0.00123798469454978,0.643335681360544
"437","LOC111136706","XM_022487778.1","GO:0005575"," tetraspanin-7-like","crg:105331685","blue",0.0012750826053543,0.642062233403994
"438","LOC111121967","XM_022463468.1","GO:0043167"," uncharacterized","crg:105335481","blue",0.0013088351697423,0.640930692248174
"439","LOC111136895","XM_022488056.1",""," uncharacterized","crg:105319667","blue",0.00137184137650814,0.638883183604651
"440","LOC111112771","XM_022450542.1","GO:0003674"," complement C1q-like protein 4","crg:109618660","blue",0.00139298619144082,0.638213932207218
"441","LOC111126370","XM_022470938.1","GO:0005576"," cell wall protein PRY3-like","crg:105318009","blue",0.00143318763621179,0.636964963063245
"442","LOC111120591","XM_022461404.1","GO:0016853;GO:0042592"," protein disulfide-isomerase-like","crg:105341095","blue",0.00146260933549308,0.636069607500701
"443","LOC111115002","XM_022453580.1",""," uncharacterized","crg:105342826","blue",0.00148359669975319,0.635440217693624
"444","LOC111137508","XM_022488977.1",""," mannan endo-1,4-beta-mannosidase-like","crg:105331805","blue",0.00153644479507931,0.633888185212711
"445","LOC111110138","XM_022446512.1",""," uncharacterized","crg:105346906","blue",0.00157642089271525,0.63274397474325
"446","LOC111106019","XM_022440527.1","GO:0003674"," uncharacterized","crg:105320185","blue",0.00167042121808784,0.630147413199403
"447","LOC111135889","XM_022486331.1","GO:0002376;GO:0003674;GO:0005575;GO:0007165"," lymphotoxin-alpha-like","crg:105349205","blue",0.00171566870706021,0.628941440849711
"448","LOC111134654","XM_022483901.1","GO:0003677;GO:0005634;GO:0006259;GO:0006950;GO:0009058"," replication protein A 70 kDa DNA-binding subunit-like","crg:105335600","blue",0.00175448122405605,0.627928253689711
"449","LOC111118976","XM_022458709.1","GO:0005764;GO:0006629"," prosaposin-like","crg:105347059","blue",0.00179000518274392,0.627017411253575
"450","LOC111101484","XM_022433994.1",""," glycine-rich cell wall structural protein 2-like","crg:105329027","blue",0.00182143433272372,0.626224228923726
"451","LOC111104838","XM_022438990.1","GO:0003674;GO:0005576;GO:0006810"," uncharacterized","crg:105328210","blue",0.00185468974956901,0.625397468883918
"452","LOC111122944","XM_022464981.1",""," radial spoke head protein 6 homolog A-like","crg:105327464","blue",0.00187968374064225,0.624784311063862
"453","LOC111106284","XM_022440898.1","GO:0008233"," tryptase-2-like","crg:105317979","blue",0.00189227145956047,0.624478113741829
"454","LOC111121221","XM_022462388.1",""," uncharacterized","crg:105345190","blue",0.00191881352532609,0.62383808043499
"455","LOC111119937","XM_022460518.1",""," uncharacterized","crg:105347070","blue",0.00194824866116706,0.623136980195921
"456","LOC111101041","XM_022433297.1","GO:0032991;GO:0034641;GO:0043167;GO:0044281;GO:0055085"," V-type proton ATPase subunit B","crg:105328999","blue",0.00196399592689802,0.622765573913553
"457","LOC111136940","XM_022488123.1","GO:0005975;GO:0006091;GO:0009056;GO:0009058;GO:0016829;GO:0044281"," fructose-bisphosphate aldolase-like","crg:105338126","blue",0.00196958642416504,0.622634324930255
"458","LOC111104831","XM_022438980.1",""," uncharacterized","crg:105319710","blue",0.00204802007775248,0.62082534940475
"459","LOC111121305","XM_022462518.1",""," uncharacterized","crg:105328520","blue",0.00207288590829242,0.620264071210021
"460","LOC111117030","XM_022456092.1","GO:0030234"," uncharacterized","crg:105342959","blue",0.00207308816534344,0.62025952918299
"461","LOC111122121","XM_022463707.1","GO:0003674"," glutathione S-transferase-like","crg:105331625","blue",0.0021164829113017,0.619293571635297
"462","LOC111125988","XM_022470316.1","GO:0005575;GO:0022857"," high affinity copper uptake protein 1-like","crg:105335722","blue",0.00241542613687376,0.613059146298227
"463","LOC111116683","XM_022455675.1","GO:0008233"," probable serine carboxypeptidase CPVL","crg:105343680","blue",0.00244603840552276,0.612458103885895
"464","LOC111128305","XM_022473863.1","GO:0005576;GO:0007155;GO:0043167"," mammalian ependymin-related protein 1-like","crg:105319113","blue",0.0025680876026376,0.610123077769185
"465","LOC111136347","XM_022487148.1",""," uncharacterized","crg:105338111","blue",0.00257196323717083,0.610050474039663
"466","LOC111126565","XM_022471298.1","GO:0003674;GO:0005576;GO:0008150"," uncharacterized","crg:105317662","blue",0.00260879414218611,0.609365066017432
"467","LOC111125142","XM_022468644.1",""," phospholipid scramblase 2-like","crg:105332677","blue",0.00267775734897968,0.608103307828112
"468","LOC111114979","XM_022453519.1","GO:0005856;GO:0008092;GO:0032991"," stabilizer of axonemal microtubules 2-like","crg:105344414","blue",0.00276369687734466,0.606568675661699
"469","LOC111123623","XM_022466077.1","GO:0022857;GO:0032991"," V-type proton ATPase 16 kDa proteolipid subunit-like","crg:105321566","blue",0.0029966115811699,0.602602574740778
"470","LOC111124800","XM_022467991.1","GO:0005739;GO:0006091;GO:0032991"," uncharacterized","crg:105347102","blue",0.00300269938500684,0.602502435638643
"471","LOC111103780","XM_022437244.1","GO:0006464;GO:0008233;GO:0009056"," ubiquitin carboxyl-terminal hydrolase 47-like","crg:105317114","blue",0.00303642175058514,0.601950801418658
"472","LOC111134525","XM_022483639.1","GO:0005575"," lysosome-associated membrane glycoprotein 1-like","crg:105338718","blue",0.00310571420674379,0.600833270723673
"473","LOC111108442","XM_022444338.1","GO:0005575;GO:0006810"," protein transport protein Sec61 subunit alpha","crg:105317754","blue",0.00313758879528777,0.600326223619511
"474","LOC111131857","XM_022479598.1",""," TOG array regulator of axonemal microtubules protein 1-like","crg:105344380","brown",6.24530796426388e-14,0.971221381370141
"475","LOC111136776","XM_022487878.1",""," hydrocephalus-inducing protein homolog","crg:105331817","brown",9.41895944667568e-12,0.952096327627976
"476","LOC111103614","XM_022437003.1","GO:0016301;GO:0034641;GO:0043167"," adenylate kinase 9-like","crg:105318231","brown",1.31715377128968e-11,0.950428190051215
"477","LOC111135945","XM_022486435.1","GO:0003674"," atrophin-1-like","crg:105326210","brown",4.32474498669882e-11,0.94402015794049
"478","LOC111119597","XM_022459927.1","GO:0000228;GO:0009058;GO:0016887;GO:0032991;GO:0034641;GO:0042393;GO:0043167;GO:0051276"," probable global transcription activator SNF2L2","crg:105331426","brown",4.60266233181682e-11,0.94366196209991
"479","LOC111135789","XM_022486148.1","GO:0003677;GO:0005694;GO:0009058;GO:0034641;GO:0043167"," arginine-glutamic acid dipeptide repeats protein-like","crg:105338734","brown",5.11909061944697e-11,0.943044928022477
"480","LOC111118083","XM_022457379.1","GO:0003723"," ankyrin repeat domain-containing protein 17-like","crg:105323237","brown",6.16649716530353e-11,0.941948063675407
"481","LOC111118833","XM_022458481.1",""," regulator of G-protein signaling 22-like","crg:105318384","brown",3.14769921477395e-10,0.931365237696881
"482","LOC111134531","XM_022483650.1","GO:0003674"," transcription elongation regulator 1-like","crg:105322652","brown",6.40949986448843e-10,0.926144372322621
"483","LOC111119255","XM_022459260.1",""," glutamine-rich protein 2-like","crg:105332741","brown",8.94655907938319e-10,0.923556304460883
"484","LOC111109171","XM_022445253.1","GO:0005856;GO:0007010;GO:0007049;GO:0008092;GO:0022607;GO:0032991"," nuclear protein MDM1-like","crg:105337308","brown",1.08509686936976e-09,0.922015943817861
"485","LOC111135911","XM_022486370.1","GO:0005575"," myoferlin-like","crg:105318381","brown",1.17344248623742e-09,0.921382066978102
"486","LOC111134843","XM_022484304.1","GO:0005856;GO:0008150;GO:0032991;GO:0043167"," dynein heavy chain 5, axonemal-like","crg:105327226","brown",1.23473905546085e-09,0.920966854062895
"487","LOC111128768","XM_022474605.1","GO:0003674"," striatin-3-like","crg:105332232","brown",1.25238981843475e-09,0.920850704623629
"488","LOC111108086","XM_022443629.1","GO:0005737;GO:0005783;GO:0016887;GO:0022857;GO:0043167"," plasma membrane calcium-transporting ATPase 2-like","crg:105337328","brown",2.66200192558128e-09,0.914418905575194
"489","LOC111119016","XM_022458798.1","GO:0016301;GO:0034641;GO:0043167"," sperm flagellar protein 2-like","crg:105318915","brown",2.8475117274181e-09,0.913818461122264
"490","LOC111134726","XM_022484049.1","GO:0006464;GO:0006520;GO:0016791"," tyrosine-protein phosphatase non-receptor type 11-like","crg:105321845","brown",2.93037997531353e-09,0.913561449449149
"491","LOC111100288","XM_022431985.1","GO:0005856;GO:0008092;GO:0032991;GO:0043167"," unconventional myosin-VI-like","crg:105337636","brown",3.44239759491338e-09,0.912103809158114
"492","LOC111106506","XM_022441212.1","GO:0003674"," histone-lysine N-methyltransferase 2E-like","crg:105348314","brown",3.79407992137372e-09,0.911210957053204
"493","LOC111124172","XM_022467035.1","GO:0005815;GO:0007010;GO:0008092;GO:0032991"," centrosome-associated protein 350-like","crg:105322268","brown",4.32249556274276e-09,0.909999297941993
"494","LOC111104368","XM_022438275.1","GO:0000228;GO:0003677;GO:0032991;GO:0051276"," trithorax group protein osa-like","crg:105347668","brown",5.38229003487927e-09,0.907922642017748
"495","LOC111122795","XM_022464726.1","GO:0005856;GO:0008150;GO:0032991;GO:0043167"," dynein beta chain, flagellar outer arm-like","crg:105343954","brown",5.80809304179224e-09,0.907189961086957
"496","LOC111102906","XM_022435847.1","GO:0003674"," cold shock domain-containing protein E1-like","crg:105320075","brown",7.46542862572454e-09,0.904730908973581
"497","LOC111107306","XM_022442443.1","GO:0002376;GO:0003677;GO:0003700;GO:0005634;GO:0009058;GO:0032991;GO:0034641;GO:0043167;GO:0048856"," transcription factor GATA-3-like","crg:105338270","brown",1.15894567174743e-08,0.900257143716114
"498","LOC111120585","XM_022461396.1","GO:0005856;GO:0008150;GO:0032991;GO:0043167"," dynein beta chain, ciliary-like","crg:105329886","brown",1.16384466904355e-08,0.900213188054495
"499","LOC111135117","XM_022484861.1",""," serine/arginine repetitive matrix protein 2-like","crg:105325619","brown",1.21041704129177e-08,0.899803357520961
"500","LOC111103819","XM_022437329.1","GO:0003674;GO:0005575;GO:0007165"," afadin-like","crg:105347753","brown",1.7221785622371e-08,0.896040018787625
"501","LOC111100260","XM_022431950.1","GO:0005856;GO:0008092;GO:0032991"," serine/arginine repetitive matrix protein 1-like","crg:105333402","brown",1.75594602411846e-08,0.895828530601418
"502","LOC111137104","XM_022488366.1","GO:0000228;GO:0003677;GO:0032991;GO:0051276"," SWI/SNF complex subunit SMARCC2-like","crg:105323254","brown",1.84329033951874e-08,0.895297830317248
"503","LOC111103375","XM_022436602.1",""," sperm-associated antigen 17-like","crg:105348450","brown",1.90210472694064e-08,0.89495295048407
"504","LOC111134462","XM_022483479.1","GO:0003674"," ankyrin repeat domain-containing protein 12-like","crg:105334709","brown",1.96777569988135e-08,0.894578906307827
"505","LOC111119574","XM_022459867.1","GO:0006464;GO:0016301;GO:0043167"," cyclin-dependent kinase-like 4","crg:105341206","brown",2.17838816535173e-08,0.893450003781076
"506","LOC111103434","XM_022436716.1","GO:0003674"," cold shock domain-containing protein E1-like","crg:105320075","brown",2.97038279275617e-08,0.889928003101383
"507","LOC111124849","XM_022468068.1",""," C2 domain-containing protein 3-like","crg:105318339","brown",3.41454830207994e-08,0.888305623099443
"508","LOC111103866","XM_022437425.1","GO:0005856;GO:0007010;GO:0008092;GO:0016887;GO:0032991;GO:0043167"," titin homolog","crg:105342063","brown",3.98694541837088e-08,0.886471714954988
"509","LOC111099483","XM_022430772.1","GO:0003674"," disks large homolog 1-like","crg:105346688","brown",4.12899598231381e-08,0.88605307247348
"510","LOC111135640","XM_022485889.1","GO:0003723;GO:0034641"," splicing factor 3A subunit 1-like","crg:105347185","brown",4.13593508509029e-08,0.886032951839332
"511","LOC111128600","XM_022474323.1","GO:0003677;GO:0009058;GO:0034641"," homeobox protein otx5-B-like","crg:105319919","brown",4.34084470173347e-08,0.885451921916541
"512","LOC111125577","XM_022469535.1","GO:0005575;GO:0022857"," band 3 anion transport protein-like","crg:105321687","brown",5.17798182192655e-08,0.883306367746832
"513","LOC111128837","XM_022474728.1","GO:0003677"," lysine-specific demethylase 5A-like","crg:105342266","brown",5.98288817812684e-08,0.88151681564209
"514","LOC111130067","XM_022476749.1","GO:0003677;GO:0003700;GO:0005634;GO:0005737;GO:0009058;GO:0032991;GO:0034641"," putative transcription factor p65 homolog","crg:105319044","brown",6.34872549426587e-08,0.880773350796004
"515","LOC111125302","XM_022468927.1","GO:0003677;GO:0003700;GO:0005634;GO:0009058;GO:0032991;GO:0034641;GO:0043167"," transcription factor GATA-4-like","crg:105332606","brown",7.40981916865742e-08,0.878814094137706
"516","LOC111125575","XM_022469530.1","GO:0006091;GO:0016887;GO:0022857;GO:0032991;GO:0034641;GO:0043167;GO:0044281"," V-type proton ATPase catalytic subunit A-like","crg:105321678","brown",8.7521589651065e-08,0.876665271424549
"517","LOC111105248","XM_022439422.1","GO:0007165;GO:0016192;GO:0019899"," intersectin-1-like","crg:105330208","brown",9.2225982240884e-08,0.875981234762008
"518","LOC111129331","XM_022475627.1","GO:0016491"," peroxisomal multifunctional enzyme type 2-like","crg:105326295","brown",1.05039575902119e-07,0.874264070996263
"519","LOC111130309","XM_022477205.1","GO:0000228;GO:0003677;GO:0006259;GO:0006950;GO:0009058;GO:0016887;GO:0032991;GO:0043167;GO:0051276"," DNA helicase INO80-like","crg:105342401","brown",1.43439876692466e-07,0.870048060109968
"520","LOC111137756","XM_022489391.1","GO:0005654;GO:0009058;GO:0032991;GO:0034641"," negative elongation factor A-like","crg:105322576","brown",1.46456047311119e-07,0.869761186870693
"521","LOC111107913","XM_022443322.1","GO:0003674"," filamin-A-like","crg:105348068","brown",1.60444401166689e-07,0.868495651336105
"522","LOC111100344","XM_022432103.1","GO:0005856;GO:0008092;GO:0032991;GO:0043167"," unconventional myosin-VI-like","crg:105337636","brown",1.78912041925831e-07,0.866967051804669
"523","LOC111126911","XM_022471844.1","GO:0003677;GO:0003700;GO:0005622;GO:0009058;GO:0032991;GO:0034641"," ETS translocation variant 5-like","crg:105347388","brown",1.86713118893387e-07,0.866363088819326
"524","LOC111112641","XM_022450298.1","GO:0003924;GO:0007165"," guanine nucleotide-binding protein G(q) subunit alpha-like","crg:105341702","brown",1.95143481374154e-07,0.865735067286236
"525","LOC111105791","XM_022440178.1","GO:0007010;GO:0008092;GO:0065003"," neural Wiskott-Aldrich syndrome protein-like","crg:105323415","brown",2.27021492406338e-07,0.863559341940376
"526","LOC111129950","XM_022476504.1","GO:0003723;GO:0034641"," SURP and G-patch domain-containing protein 1-like","crg:105346768","brown",2.33472985484123e-07,0.863152299671019
"527","LOC111103873","XM_022437441.1",""," coiled-coil domain-containing protein 81-like","crg:105332260","brown",2.56195984332797e-07,0.861793888586027
"528","LOC111121733","XM_022463128.1","GO:0003674"," LIM and SH3 domain protein 1-like","crg:105326419","brown",2.57969178912282e-07,0.861692434469548
"529","LOC111103513","XM_022436838.1","GO:0003677;GO:0003700;GO:0005622;GO:0006950;GO:0007165;GO:0009058;GO:0032991;GO:0034641"," cyclic AMP-responsive element-binding protein 3-like protein 1","crg:105326649","brown",2.62770845400796e-07,0.861420776295256
"530","LOC111115058","XM_022453635.1","GO:0043167"," probable ATP-dependent RNA helicase DDX23","crg:105336187","brown",2.68277876420071e-07,0.861114576349166
"531","LOC111133136","XM_022481239.1","GO:0016491;GO:0055085"," NAD(P) transhydrogenase, mitochondrial-like","crg:105343392","brown",2.81035617562937e-07,0.860426086691271
"532","LOC111126277","XM_022470795.1","GO:0003674"," neurobeachin-like","crg:105336522","brown",3.20168937594548e-07,0.858474543791239
"533","LOC111108202","XM_022443873.1","GO:0006464;GO:0043167"," E3 ubiquitin-protein ligase HUWE1-like","crg:105318881","brown",3.48875136625848e-07,0.85717324897713
"534","LOC111112844","XM_022450691.1","GO:0006464;GO:0016301;GO:0043167"," mitogen-activated protein kinase 11-like","crg:105325511","brown",3.58638427902549e-07,0.856752244190697
"535","LOC111120598","XM_022461435.1","GO:0016301;GO:0034641;GO:0043167"," sperm flagellar protein 2-like","crg:105318915","brown",3.76511727777155e-07,0.856007163560791
"536","LOC111112625","XM_022450252.1","GO:0003924;GO:0007165"," guanine nucleotide-binding protein G(q) subunit alpha","crg:105337344","brown",3.79546547478818e-07,0.855883775180116
"537","LOC111125105","XM_022468577.1","GO:0006464;GO:0006520;GO:0007165;GO:0016301;GO:0019899;GO:0043167"," serine/threonine-protein kinase N2-like","crg:105347392","brown",3.96752803142249e-07,0.855200299670305
"538","LOC111111618","XM_022448702.1",""," uncharacterized","crg:105320218","brown",3.99839972452696e-07,0.855080456319781
"539","LOC111138191","XM_022490047.1","GO:0043167"," uncharacterized","crg:105319148","brown",5.38082619346163e-07,0.850408061632
"540","LOC111130335","XM_022477258.1","GO:0003674"," WD repeat-containing protein 64-like","crg:105328499","brown",5.39828252679676e-07,0.850356215015006
"541","LOC111124621","XM_022467654.1","GO:0005856;GO:0008092;GO:0032991;GO:0043167"," myosin heavy chain, striated muscle-like","crg:105338907","brown",5.96862701135833e-07,0.848738873979226
"542","LOC111134527","XM_022483643.1",""," uncharacterized","crg:105322648","brown",7.29166819739839e-07,0.845458377919408
"543","LOC111109886","XM_022446148.1","GO:0003674"," IQ and ubiquitin-like domain-containing protein","crg:105340283","brown",8.98649335928434e-07,0.841952161801358
"544","LOC111118918","XM_022458631.1","GO:0043167"," probable helicase with zinc finger domain","crg:105337397","brown",9.64541407952383e-07,0.840745652095499
"545","LOC111110350","XM_022446822.1","GO:0005886;GO:0022857;GO:0032991"," voltage-dependent calcium channel type D subunit alpha-1-like","crg:105345994","brown",1.02914169328674e-06,0.839631553529005
"546","LOC111119867","XM_022460429.1",""," protein TBATA-like","crg:105323501","brown",1.05563020364428e-06,0.839192524810413
"547","LOC111130068","XM_022476750.1","GO:0005634"," splicing factor 3B subunit 2-like","crg:105319620","brown",1.14242170839553e-06,0.837819190919463
"548","LOC111120511","XM_022461270.1","GO:0005654;GO:0008233;GO:0032991;GO:0043167"," transcription initiation factor TFIID subunit 2-like","crg:105318056","brown",1.25232268851294e-06,0.836206754785336
"549","LOC111118300","XM_022457683.1","GO:0003677;GO:0005654;GO:0005694;GO:0006464;GO:0009058;GO:0016746;GO:0032991;GO:0034641;GO:0043167;GO:0051276;GO:0065003"," histone acetyltransferase KAT6B-like","crg:105347397","brown",1.31055963248793e-06,0.835402382532063
"550","LOC111126215","XM_022470690.1",""," uncharacterized","crg:105329708","brown",1.34662970242334e-06,0.834919874172676
